10	22	9	34	31	4	31	34	23	19	4	4	27	5	23	23	24	37	24	14	23	23	24	9	18	23	22	24	24	4	1	20	19	12	33	23	23	22	23	46	34	4	21	32	42	37	24	12	9	13	33	39	39	9	1	23	3	46	29	37	23	19	24	46	23	9	29	23	24	29	34
46	18	37	24	4	23	44	12	24	22	33	23	9	22	12	44	9	4	24	23	24	3	23	22	31	27	9	34	32	19	14	12	27	3	31	22	22	36	19	13	23	23	4	12	14	46	22	9	21	32	23	34	10	26	9	22	1	37	42	42	17	23	23	17	23	12	34	22	34	22	24
10	42	29	5	42	22	33	23	22	33	32	33	24	23	19	34	24	29	4	24	36	29	5	19	36	22	22	4	20	22	32	23	4	32	14	22	23	23	32	24	23	29	22	3	1	13	22	39	4	20	21	5	22	3	19	23	3	4	9	5	33	31	9	3	33	37	19	23	4	5	34
29	24	24	44	22	21	42	23	23	31	32	29	18	18	24	42	14	1	9	26	33	4	1	23	18	39	3	33	3	29	3	3	23	23	34	20	33	22	22	13	18	44	39	26	23	36	10	22	23	24	23	10	32	42	29	12	23	34	24	9	23	33	30	3	36	24	22	33	46	24	27
3	33	17	29	19	23	44	13	27	32	5	24	29	4	23	29	4	24	22	17	46	33	22	29	27	23	23	4	29	17	12	19	39	24	18	24	5	22	5	24	19	5	9	29	23	13	9	23	23	14	31	23	14	21	23	4	21	23	1	18	23	29	21	32	23	44	42	19	24	5	1
22	23	24	37	24	4	9	3	3	3	18	30	4	22	19	42	3	29	3	29	32	14	23	17	19	46	44	12	3	14	29	24	4	12	1	4	44	29	23	4	19	24	39	19	23	13	24	24	12	5	19	18	32	14	4	9	33	23	26	27	10	24	19	23	23	44	24	9	22	22	12
24	3	29	34	34	24	18	33	12	12	1	42	17	5	23	12	14	4	26	23	34	12	32	22	17	32	24	23	26	42	29	19	36	22	23	18	12	23	13	20	17	29	3	19	22	26	13	39	13	23	5	34	22	22	23	23	22	33	34	21	23	18	42	46	3	10	29	23	5	12	3
3	10	3	23	21	4	24	39	13	32	22	34	14	4	5	31	24	24	23	24	23	23	24	3	31	4	5	22	4	4	22	26	23	26	29	22	4	24	24	10	29	23	39	13	22	12	23	26	29	32	1	32	29	22	14	29	24	22	14	23	4	21	24	29	32	14	18	34	22	29	23
4	36	24	23	37	12	21	4	36	9	1	23	3	27	29	23	21	22	34	23	21	26	22	19	9	24	34	18	5	12	1	24	22	4	3	23	19	5	22	29	24	34	24	32	33	26	24	23	3	31	4	9	5	22	24	34	32	29	33	23	12	12	4	26	13	23	5	4	21	33	10
22	23	23	14	22	23	32	26	24	26	23	23	32	23	34	29	14	22	33	21	23	4	9	3	13	22	33	39	34	21	20	23	32	13	21	46	24	21	1	23	12	23	34	23	22	12	27	34	24	18	39	9	14	23	44	22	14	21	12	14	39	30	12	34	23	21	12	18	29	23	21
29	9	4	29	3	20	3	27	3	23	4	27	22	33	39	17	23	23	23	18	37	29	23	10	23	24	26	21	23	10	19	29	3	23	9	14	46	19	22	34	22	19	44	23	26	29	5	33	3	22	24	1	22	33	30	23	4	19	46	31	23	23	24	29	27	29	33	17	3	3	42
22	31	4	9	26	34	23	30	19	12	23	23	4	46	22	22	23	22	4	24	19	22	5	12	23	23	22	33	23	24	9	3	26	17	36	44	22	24	22	29	4	24	23	23	9	5	19	9	22	23	10	24	23	5	32	3	23	23	19	17	23	44	10	23	32	22	17	9	36	29	23
21	19	24	34	17	24	23	12	21	27	34	20	22	18	23	18	12	5	23	22	22	36	29	14	33	23	4	19	44	5	23	14	27	23	3	13	22	23	19	23	23	12	24	27	19	39	22	1	9	23	33	46	33	21	44	20	33	33	19	12	26	24	42	19	14	23	4	13	4	23	31
23	33	20	21	17	23	34	23	22	44	5	20	3	24	9	29	26	19	23	23	26	23	10	32	18	34	24	20	4	22	10	23	19	31	44	21	23	4	42	32	29	22	34	18	33	23	33	23	34	9	22	19	23	4	27	22	23	3	12	29	23	12	4	5	22	24	24	21	17	21	22
1	44	21	36	29	9	33	29	21	36	9	4	10	21	32	4	23	23	12	23	29	23	12	22	4	22	19	23	12	31	32	29	33	34	5	10	22	42	19	33	44	9	23	3	12	24	23	19	19	4	23	12	23	12	3	21	23	12	23	22	3	23	34	18	21	23	32	29	21	39	34
17	21	33	24	22	29	42	5	22	23	42	23	12	33	3	3	24	33	26	42	44	18	17	22	23	34	21	24	26	23	23	23	26	23	44	29	22	23	3	22	27	22	26	29	23	27	17	24	32	29	10	26	26	33	10	29	23	32	23	29	32	24	23	36	1	13	33	24	20	4	9
32	20	26	10	13	22	33	32	32	33	33	12	23	21	22	14	42	23	9	1	44	22	4	23	46	24	4	24	13	23	23	4	36	29	26	34	4	17	12	26	19	9	42	33	26	23	14	20	23	37	20	34	33	29	5	33	19	22	4	23	5	34	24	24	17	29	42	22	34	32	4
23	31	32	44	34	22	22	32	23	23	23	23	1	3	29	27	29	34	23	46	22	3	46	23	23	46	23	13	33	20	23	32	4	1	4	22	17	3	3	30	22	19	29	33	22	24	23	23	23	29	21	22	22	23	33	37	23	9	9	3	36	42	29	5	22	21	21	17	1	33	31
23	33	12	37	26	14	33	22	33	29	3	23	23	29	23	33	29	21	24	37	19	4	17	13	29	23	29	22	32	22	23	23	23	19	19	33	23	19	21	23	42	18	21	46	24	24	23	23	4	22	5	22	26	23	22	44	12	18	9	22	23	29	36	32	22	21	17	23	36	5	21
12	13	22	34	32	26	22	33	30	17	23	34	10	26	24	1	22	3	5	14	9	42	29	19	3	33	22	22	13	23	3	23	4	33	23	4	34	22	3	17	10	4	12	34	12	23	1	29	9	19	23	18	22	26	22	19	21	22	3	26	37	19	23	24	42	23	33	34	29	12	12
32	32	20	24	3	23	4	22	22	24	24	5	26	23	44	23	32	12	24	24	9	23	46	24	23	24	4	19	34	20	9	34	29	29	9	14	22	22	18	9	30	4	12	33	5	4	22	1	12	30	29	23	23	22	22	12	12	24	23	5	22	19	23	27	36	23	9	19	39	22	24
27	36	46	14	24	21	3	19	1	3	23	34	33	22	12	23	23	14	10	32	4	27	24	13	29	32	23	24	14	23	24	34	20	1	5	23	9	5	9	20	29	23	3	23	29	12	19	23	19	19	24	24	33	10	37	23	4	10	3	20	32	19	33	23	24	9	34	21	24	34	1
23	1	22	23	19	44	18	23	4	14	34	30	27	23	19	22	32	29	5	23	22	39	23	24	3	36	1	32	13	37	42	3	30	13	23	5	26	24	19	39	27	29	26	29	37	1	23	22	12	3	23	14	26	46	23	23	23	12	4	9	29	12	12	9	30	34	5	23	12	19	39
27	23	21	12	1	22	23	19	36	32	12	24	19	1	18	23	5	29	23	32	18	17	30	19	24	29	23	23	19	14	26	23	4	3	22	22	23	33	31	24	3	24	22	26	23	17	13	27	24	23	34	37	36	4	39	39	34	26	23	26	23	22	33	22	32	27	26	3	24	29	33
29	12	33	12	5	23	33	34	22	33	34	29	4	29	4	32	23	18	30	18	22	19	23	32	4	34	23	46	31	42	23	14	13	22	27	22	33	18	21	23	23	26	23	34	1	29	22	27	12	21	3	33	19	23	22	46	20	20	44	23	23	22	26	1	19	24	21	23	3	23	29
9	13	42	34	21	34	12	26	24	23	4	23	12	5	29	12	9	33	23	4	22	39	42	31	23	4	24	23	24	23	9	22	34	13	19	23	19	44	24	23	19	14	29	29	22	22	24	23	26	34	3	23	46	34	33	24	23	33	4	34	9	23	14	22	4	23	42	23	27	4	17
23	23	23	14	33	21	22	22	22	23	24	34	21	33	23	23	17	23	13	4	29	3	10	3	24	17	32	24	26	5	42	19	22	26	4	18	36	42	22	23	46	23	5	44	17	17	24	4	33	46	12	23	23	5	22	42	23	19	23	26	30	27	23	34	19	4	37	19	4	10	26
23	44	9	4	29	26	23	4	9	37	21	19	22	19	27	12	10	22	32	3	21	22	12	37	3	9	21	14	27	34	34	23	30	12	22	39	30	23	13	23	22	4	19	31	23	23	21	29	34	46	24	46	23	1	4	24	22	19	19	10	14	44	33	33	23	5	34	46	23	42	32
23	39	22	32	3	5	22	39	19	19	5	29	24	4	1	33	37	3	34	23	13	18	18	3	24	18	22	22	46	4	18	23	13	17	22	34	44	24	30	23	12	23	18	42	23	12	9	33	42	30	44	17	3	19	24	23	24	29	22	31	5	33	32	3	19	29	18	23	23	23	3
4	33	22	23	3	21	23	23	3	31	14	46	34	42	23	4	42	34	42	3	4	23	9	20	29	24	34	23	24	3	32	22	34	23	3	22	19	34	19	22	3	22	29	18	23	34	19	5	19	24	23	23	30	33	22	34	9	34	27	32	17	9	14	22	29	24	13	3	33	12	42
3	26	24	34	20	44	24	23	29	23	21	22	23	46	24	29	31	30	34	32	34	23	29	23	32	33	42	19	27	30	26	39	22	30	44	22	29	22	23	20	23	23	23	4	42	46	1	26	33	32	23	29	3	37	21	14	12	23	22	5	22	33	29	1	37	10	3	27	3	36	24
4	22	4	29	4	1	24	23	24	26	3	29	3	17	3	12	32	31	46	46	9	22	13	23	27	36	19	33	37	23	22	24	42	29	24	10	4	29	23	13	30	22	10	27	31	29	18	36	23	21	23	22	22	12	23	26	36	23	37	37	32	22	23	33	19	3	13	22	23	34	22
39	20	23	9	34	33	1	22	29	23	4	14	19	31	29	33	4	23	22	22	19	9	12	10	18	4	24	20	23	23	34	23	24	29	39	5	12	23	37	23	22	33	23	32	44	22	21	26	37	17	22	4	36	22	23	3	3	29	32	21	4	42	22	19	23	22	29	26	23	4	22
1	24	32	33	39	9	12	33	24	32	22	4	12	23	29	1	3	34	21	19	1	29	22	33	4	33	19	13	18	22	10	12	24	23	1	33	29	23	32	23	44	5	23	23	29	21	24	23	33	33	22	23	12	5	32	24	29	33	23	31	23	26	33	22	24	33	17	33	23	4	17
22	19	4	23	21	34	4	12	12	23	22	4	37	22	39	22	1	23	3	12	14	13	23	22	24	44	33	33	44	22	3	24	21	23	46	12	24	26	22	23	23	24	44	23	13	29	3	3	22	46	21	9	23	9	29	21	34	9	24	29	5	34	19	33	21	22	17	24	12	24	31
5	19	19	9	31	10	29	26	22	22	34	19	33	21	4	20	24	42	22	34	12	19	5	30	22	10	14	24	5	4	22	3	33	23	9	23	12	29	23	33	29	23	21	5	22	13	3	12	42	26	19	12	31	37	39	13	23	23	42	19	34	26	4	26	22	23	9	24	4	14	23
23	3	22	14	22	21	23	29	24	26	32	34	26	39	17	44	22	24	20	12	22	12	24	5	21	4	27	12	22	4	9	23	23	23	23	9	12	29	9	10	34	34	4	9	36	12	23	24	20	21	32	29	24	12	19	23	4	12	22	23	20	32	20	3	19	23	33	22	23	23	39
33	29	19	3	39	44	30	9	9	30	32	34	4	23	34	19	22	20	24	34	4	23	23	29	9	23	39	3	23	12	12	33	23	36	4	1	21	23	29	22	23	23	32	29	33	4	23	24	34	23	34	22	22	27	23	3	23	23	23	20	24	27	23	19	46	4	29	19	12	24	31
23	26	12	23	23	4	24	46	10	4	4	22	3	33	23	29	26	26	23	24	34	19	12	23	22	36	21	37	12	4	22	24	5	18	18	23	26	23	19	20	44	14	32	33	23	12	29	22	29	27	17	23	4	23	32	36	22	5	29	14	32	22	23	3	32	4	24	26	29	23	29
13	19	23	24	36	4	23	29	23	17	23	29	12	42	17	33	23	3	27	23	14	13	22	4	29	23	18	29	12	10	31	5	22	33	17	12	26	36	27	22	23	32	4	34	22	23	34	13	4	17	33	5	24	37	23	12	31	12	30	23	3	29	33	26	23	26	32	30	23	39	23
23	32	19	29	23	23	24	9	44	39	33	10	13	23	27	30	21	29	3	19	22	22	32	21	36	23	29	46	23	22	33	23	23	23	34	24	23	34	21	19	23	3	23	29	29	3	23	1	36	24	22	33	24	23	24	12	29	27	23	23	23	23	23	14	24	32	22	30	19	3	23
42	26	14	46	22	19	21	3	21	22	23	42	33	14	13	10	17	23	19	22	5	12	23	14	33	36	14	34	46	34	22	22	3	23	4	33	22	22	13	22	22	22	23	23	22	17	22	22	17	23	34	21	29	29	23	4	29	24	21	32	33	29	29	24	14	37	39	22	30	3	4
27	42	17	22	3	46	9	29	22	23	26	33	17	19	12	4	26	19	19	12	36	1	4	23	44	23	19	4	12	24	3	21	29	10	29	12	33	13	22	32	39	32	44	24	23	23	30	26	44	24	23	9	22	4	22	23	13	29	22	44	4	22	23	34	18	24	33	4	29	22	18
1	21	34	10	24	33	21	5	39	19	9	23	36	24	23	23	23	19	12	24	4	23	3	19	21	19	24	23	24	19	24	33	30	34	30	22	27	46	19	22	3	24	10	23	34	10	23	29	3	22	29	26	22	17	24	10	18	24	39	23	23	34	24	29	29	36	23	29	19	37	29
5	23	33	46	26	33	22	23	21	44	9	37	36	9	12	34	32	27	37	39	20	39	23	27	23	29	22	39	4	39	34	22	18	10	20	4	3	22	9	23	3	23	23	1	13	23	23	3	37	14	36	3	23	22	23	23	22	33	46	21	31	31	29	23	3	17	33	32	5	26	22
23	3	26	19	33	33	23	44	46	33	23	29	4	26	27	33	26	24	39	19	18	36	21	24	20	4	34	9	33	37	29	23	23	23	27	23	18	20	5	24	12	37	18	19	3	23	34	4	23	19	23	34	22	4	33	23	23	37	26	24	23	17	37	19	23	26	3	23	23	4	1
23	13	34	5	13	33	22	24	33	19	4	3	44	10	24	29	3	12	32	5	24	19	29	29	23	23	24	26	22	23	4	23	12	19	4	29	42	10	34	9	23	36	23	31	32	34	22	23	46	14	9	29	10	21	12	34	29	9	22	33	22	33	44	22	20	23	23	4	42	22	23
23	22	22	33	29	23	42	19	31	29	1	23	5	33	22	4	24	4	33	4	19	33	4	3	34	23	9	29	29	36	33	23	22	26	23	12	3	23	17	34	29	13	18	34	18	17	9	21	14	23	12	23	26	23	17	22	34	24	4	5	13	29	13	31	23	32	34	23	22	19	24
24	33	4	37	37	3	23	4	12	46	26	22	26	46	4	33	5	5	3	23	24	9	23	34	22	4	29	46	12	26	4	12	33	22	12	33	33	36	27	24	23	24	32	33	29	4	12	42	33	20	4	24	5	24	29	26	21	34	22	22	23	34	5	26	19	33	34	34	23	3	31
42	23	46	44	46	9	23	10	23	26	23	36	30	23	33	33	23	33	27	26	21	23	46	44	36	22	23	23	12	10	37	22	24	36	4	14	23	14	22	5	46	29	32	29	22	37	23	23	26	34	34	1	5	23	9	12	4	22	3	22	33	36	34	9	4	4	23	44	1	33	13
22	23	23	23	26	23	14	34	20	27	23	26	34	29	19	21	19	22	23	4	23	3	34	1	46	26	5	20	26	4	34	23	33	33	20	31	17	29	12	44	32	33	33	39	23	19	27	12	22	9	3	23	32	23	21	26	23	5	23	23	20	23	21	23	23	22	24	24	37	36	33
32	27	18	17	42	3	24	29	37	10	33	29	22	26	33	23	36	46	4	27	4	9	23	32	23	39	3	20	20	5	31	23	14	24	22	30	34	30	3	10	3	44	24	23	5	26	27	34	21	23	23	22	13	23	46	10	39	3	23	30	33	33	22	31	24	1	26	22	26	19	29
3	24	31	3	23	22	29	34	26	20	24	46	24	22	9	20	19	23	4	29	19	18	46	1	36	17	22	4	1	5	10	3	21	19	23	29	9	23	32	22	17	24	27	23	22	24	23	23	4	26	23	24	9	30	12	24	32	39	12	22	31	4	23	26	34	23	23	4	21	29	30
21	3	12	33	46	29	27	24	27	3	23	34	33	23	23	19	27	23	42	4	33	22	32	26	1	3	24	30	33	22	42	23	26	29	12	12	32	4	24	34	22	22	22	12	22	29	34	21	12	26	23	33	3	36	3	32	21	34	22	23	12	20	30	32	24	44	23	22	12	34	32
12	44	26	12	46	5	4	44	36	23	23	4	23	46	29	23	9	22	22	22	3	23	18	22	23	19	34	4	32	27	20	23	32	3	12	23	22	20	23	23	31	26	22	29	22	23	5	22	33	29	33	10	21	21	19	23	23	12	29	29	10	29	42	42	20	26	14	5	22	23	23
9	3	3	4	9	30	23	23	3	3	29	32	32	34	46	3	18	23	24	12	12	29	30	5	33	34	22	23	26	26	20	17	44	29	32	29	21	29	9	33	23	3	22	22	4	20	32	33	19	17	44	9	30	12	19	1	23	23	27	27	23	23	33	5	20	4	23	23	3	37	3
34	10	46	34	21	24	5	33	19	22	23	19	34	23	23	24	20	22	12	12	34	23	31	27	5	34	23	4	39	23	23	19	26	46	44	34	32	24	34	18	33	23	19	23	33	36	19	23	34	9	19	5	24	3	26	32	5	19	33	29	9	22	23	3	17	21	29	23	4	12	29
12	33	19	23	22	22	27	24	24	23	32	32	17	32	4	36	22	12	5	22	23	34	23	5	21	1	12	19	22	20	33	23	23	4	12	23	5	4	29	32	32	3	22	22	23	4	4	36	44	24	13	23	33	20	34	34	23	33	29	33	13	32	23	19	33	29	4	26	29	42	9
42	33	19	29	29	22	1	42	23	22	27	39	22	24	4	5	33	22	24	32	44	27	46	24	39	4	29	42	12	9	42	22	23	14	33	29	34	19	12	12	23	19	36	36	9	23	37	17	22	4	44	22	22	4	34	32	34	3	44	29	22	22	23	23	23	23	4	19	24	12	23
22	23	21	24	3	44	23	24	23	18	42	37	37	22	3	46	12	23	30	23	22	42	22	44	33	23	23	33	22	24	12	9	22	18	5	23	29	3	22	32	23	24	24	44	22	34	12	23	20	23	4	17	19	39	22	34	37	23	23	23	24	46	19	19	3	24	29	24	26	27	22
24	23	9	19	23	23	23	34	12	22	4	23	20	37	12	10	31	34	22	9	24	37	44	9	31	23	4	24	27	12	23	29	22	19	22	3	24	24	5	46	32	39	3	24	24	29	9	3	23	4	22	34	20	23	29	23	23	12	22	12	12	22	23	31	24	10	19	22	29	19	32
