17	17	15	16	23	18	22	16	16	20	17	20	8	13	17	17	14	8	20	15	19	17	18	17	19	19	26	19	20	16	17	20	23	15	21	23	15	20	17	27	27	16	24	17	19	17	28	26	18	18	13	18	13	31	17	19	19	15	17	19	21	19	19	15	22	21	18	18	23	17
13	17	17	17	17	14	19	17	17	18	26	18	20	23	28	18	19	20	24	27	17	18	20	19	15	16	19	19	17	16	27	4	19	13	17	24	12	18	4	23	18	17	19	21	17	19	8	31	27	20	21	31	17	26	19	27	20	20	15	31	18	17	17	20	18	20	20	19	18	21
20	17	17	20	20	18	27	17	21	24	16	19	14	17	16	15	15	20	18	20	20	18	19	16	17	13	18	28	15	20	17	19	15	15	19	20	24	14	16	27	8	17	31	11	8	19	15	19	13	17	19	19	19	19	19	31	15	19	21	15	18	19	17	17	21	4	18	13	11	14
17	27	31	23	26	12	13	18	12	18	22	31	22	18	14	17	17	17	20	15	20	14	20	19	17	20	17	19	20	13	17	17	12	19	15	13	16	24	4	14	24	18	16	20	18	24	27	20	20	19	19	19	16	31	18	20	20	21	14	4	20	17	17	23	27	15	22	15	19	20
16	13	14	21	13	24	20	20	26	4	19	17	20	14	19	19	13	27	16	17	31	28	18	18	15	31	4	18	21	17	16	18	20	16	18	19	20	15	18	20	17	19	17	19	15	19	13	16	19	12	14	20	19	13	21	4	18	14	24	21	19	17	24	24	18	19	17	19	14	16
19	17	17	15	17	14	19	19	23	18	19	18	17	18	18	19	24	20	28	19	27	20	17	21	27	17	19	19	19	19	16	13	31	21	14	11	19	13	18	19	16	24	13	19	19	13	17	17	17	18	17	17	17	13	18	17	19	20	16	16	17	19	18	21	23	19	19	31	19	18
19	17	27	17	21	13	17	20	24	18	17	20	16	19	19	16	19	12	11	16	17	16	20	18	19	20	13	14	20	21	17	18	23	12	19	12	15	19	17	21	20	17	27	15	19	20	17	19	16	17	11	23	19	16	17	4	14	20	20	14	13	17	15	17	19	12	18	19	19	17
21	17	16	14	12	31	13	27	19	26	13	20	16	11	14	17	27	13	20	14	20	31	19	14	19	17	16	16	21	4	19	20	17	23	21	24	20	19	11	15	19	31	14	19	19	16	19	17	18	27	15	17	19	21	31	18	17	19	19	13	14	17	17	19	20	20	8	16	27	17
17	31	19	19	19	20	8	19	26	14	31	17	4	16	28	20	16	20	22	14	19	13	31	8	14	19	15	15	18	18	17	19	16	20	18	18	20	16	21	22	21	19	24	11	19	18	20	11	4	19	17	21	20	19	17	17	12	31	16	21	19	28	13	21	19	22	17	16	20	17
18	17	20	16	19	19	22	19	4	16	15	17	19	18	18	14	12	19	12	16	16	19	22	27	17	19	21	15	17	11	18	19	27	15	31	16	21	31	16	21	16	22	19	19	13	18	21	23	19	16	19	20	18	20	21	14	20	22	11	22	17	15	21	31	23	19	18	16	16	17
8	18	26	17	18	15	15	23	17	18	18	19	22	15	15	19	17	13	19	20	27	15	17	17	20	31	21	19	21	15	24	17	18	19	14	18	19	15	18	15	24	19	13	18	18	23	15	20	18	19	19	19	28	8	20	15	17	26	27	18	19	17	17	19	16	14	20	16	19	24
19	20	18	15	20	21	17	17	19	16	17	19	16	17	16	16	22	19	19	28	19	31	17	18	14	18	20	17	24	27	18	18	20	19	31	19	19	15	14	18	24	21	20	27	11	22	13	14	20	18	17	19	26	18	14	19	15	19	14	17	27	13	13	20	19	23	28	26	20	16
19	15	13	8	12	15	27	18	11	17	18	19	18	20	15	19	20	20	4	14	19	31	18	20	12	27	19	19	19	13	19	21	19	16	19	21	14	15	19	20	27	26	19	23	27	18	17	14	20	15	18	17	15	17	20	18	20	18	27	20	24	26	14	19	17	15	19	27	18	20
18	22	20	31	20	14	15	18	19	18	17	31	26	21	17	19	15	14	13	18	19	17	15	19	13	27	22	15	20	31	19	22	20	13	31	18	19	27	28	24	23	23	19	15	17	17	20	17	28	13	23	27	15	24	22	21	20	21	17	18	15	19	19	16	18	17	19	19	15	16
17	4	17	16	22	16	28	19	17	19	15	20	16	19	17	19	19	17	31	17	27	19	19	16	19	15	23	19	31	19	4	19	18	18	11	17	18	4	31	20	19	20	21	24	16	14	19	19	12	20	20	19	23	18	20	27	21	18	17	17	24	27	18	8	17	17	17	21	27	16
23	13	17	21	15	16	20	31	11	16	16	17	15	18	18	19	27	19	20	21	19	14	28	15	4	19	21	17	20	20	17	20	19	21	18	19	31	20	17	16	17	24	4	19	18	20	20	27	21	17	31	17	14	18	14	14	20	13	21	19	19	18	21	4	20	19	4	17	15	31
19	20	21	21	20	17	17	19	17	19	19	19	15	28	24	17	19	19	23	17	20	18	24	21	19	14	13	14	18	15	21	20	17	18	18	14	19	20	21	20	27	19	20	22	24	4	20	15	17	13	20	19	19	15	13	15	31	31	20	14	8	17	31	18	14	13	19	26	27	13
31	19	20	19	27	24	19	20	17	18	27	19	24	18	17	18	19	14	21	31	15	22	18	22	20	8	20	19	16	8	20	16	18	19	31	27	15	19	17	4	19	20	16	19	20	17	19	18	17	19	31	17	19	21	18	26	24	21	20	17	16	27	24	24	20	20	13	19	16	18
15	20	17	31	20	15	21	20	20	19	16	19	4	13	20	27	4	28	26	4	19	19	19	18	17	17	15	17	21	23	13	19	13	21	13	17	26	14	16	11	24	19	19	17	15	22	15	13	18	20	24	21	17	18	20	17	16	27	20	21	19	16	21	15	16	28	20	23	17	19
17	19	15	17	16	17	26	21	18	17	17	18	20	19	17	21	15	12	19	18	20	31	17	18	16	15	19	16	21	17	13	13	27	19	20	4	17	19	13	14	17	19	18	13	14	15	31	17	16	15	17	19	20	20	20	31	17	18	8	20	11	18	17	17	19	16	17	13	20	27
15	19	27	13	17	16	18	19	24	19	18	17	19	17	22	17	28	20	20	13	8	13	20	19	4	18	21	15	18	20	19	19	20	17	16	13	23	22	21	24	21	21	15	19	20	23	15	11	19	19	18	20	14	19	19	20	19	12	26	11	18	17	27	17	15	17	17	22	19	8
15	21	19	27	17	17	27	22	4	16	18	14	13	31	11	18	19	15	31	20	17	8	16	19	14	20	14	21	17	31	15	19	19	17	19	18	19	20	17	17	19	15	17	19	17	20	20	14	8	19	19	27	20	21	18	24	31	16	26	19	20	19	19	31	16	16	15	19	18	17
27	8	19	21	24	21	20	21	17	15	17	21	19	21	8	18	31	28	24	16	31	23	21	21	21	27	22	20	14	21	18	17	19	11	13	16	13	13	23	17	13	20	20	20	17	24	14	19	19	20	18	20	22	22	20	22	17	19	17	21	22	17	17	16	20	18	23	18	21	21
18	18	19	20	19	19	14	19	19	15	22	17	12	19	19	19	19	19	20	18	17	19	21	21	20	19	12	24	20	21	20	17	24	24	17	31	31	19	11	19	19	16	19	26	21	19	20	21	28	20	17	27	19	16	17	19	26	15	15	18	16	18	14	19	18	18	17	13	28	14
17	4	21	15	14	20	19	17	17	13	19	20	18	21	19	21	17	21	23	16	14	18	13	27	18	18	16	21	16	22	27	14	19	17	18	14	14	20	24	26	21	17	19	24	18	20	20	21	22	20	16	20	17	21	21	28	17	20	18	17	16	14	13	20	31	8	21	23	19	19
24	22	26	31	14	17	20	21	19	28	15	21	15	20	20	19	21	22	28	18	27	24	20	21	21	28	13	19	17	17	17	19	26	15	19	15	20	17	20	19	18	15	20	19	17	4	15	12	18	14	15	12	21	28	19	17	19	17	19	19	19	4	17	20	28	18	19	19	18	20
14	20	12	17	28	14	20	21	20	19	17	13	20	17	17	27	19	19	15	17	20	20	16	19	12	19	31	21	19	20	22	21	15	19	19	14	20	31	18	20	8	19	17	19	18	21	19	18	21	19	8	15	21	31	20	24	17	19	20	22	27	19	19	26	17	13	19	13	17	19
13	17	8	21	15	15	31	17	23	19	14	15	22	19	12	19	22	18	21	19	24	16	23	21	18	19	18	20	13	24	17	19	21	21	15	24	19	18	21	19	23	16	19	21	23	11	20	14	18	15	19	31	17	24	17	20	28	16	18	19	19	19	19	14	20	16	21	28	18	13
17	22	19	16	17	21	21	17	19	28	12	21	18	17	15	19	15	14	14	19	19	21	20	19	18	16	15	18	20	8	19	21	20	18	11	17	4	11	17	16	21	14	20	20	14	21	19	31	18	4	16	18	20	20	18	21	19	17	17	15	21	21	18	19	13	18	17	27	31	31
31	20	20	19	12	19	17	19	20	16	15	16	27	8	19	13	13	16	15	14	15	21	17	19	18	21	15	22	19	18	23	14	22	20	18	18	19	8	27	20	16	19	17	19	24	20	12	18	16	17	18	16	20	17	19	20	20	31	14	17	15	16	27	17	21	21	17	16	11	21
20	19	15	15	22	19	16	13	24	17	21	18	19	27	12	19	21	21	19	20	8	17	19	19	16	17	20	4	21	17	15	19	19	18	16	19	4	17	18	19	18	24	31	19	19	17	21	19	19	21	17	27	28	18	18	17	15	21	17	14	21	17	13	8	24	22	23	21	27	15
24	15	17	17	19	15	26	31	19	19	15	27	19	21	8	28	24	18	16	22	27	8	19	20	20	17	15	19	17	8	19	21	14	13	17	13	31	13	21	19	13	21	17	18	17	17	17	20	24	14	18	13	24	31	17	23	13	20	16	21	21	18	18	18	21	20	19	19	18	15
19	31	20	16	12	20	18	21	21	17	19	22	15	18	17	16	20	20	16	17	23	19	20	24	15	19	31	22	17	19	17	20	27	12	16	28	17	17	18	31	20	19	19	21	19	18	21	19	11	20	20	17	21	20	21	23	20	19	19	19	20	21	28	26	20	19	17	17	19	13
15	14	18	13	18	31	4	17	17	26	28	19	19	16	17	4	19	27	21	28	15	17	19	28	17	20	20	17	19	17	21	17	27	20	17	18	21	20	20	26	18	22	13	19	17	16	19	21	20	15	14	31	21	27	19	24	17	19	17	14	19	21	17	24	15	20	18	17	17	27
19	21	31	8	20	21	19	13	27	14	20	17	12	27	31	14	21	11	20	17	15	17	16	19	19	16	20	19	13	17	15	13	24	17	17	17	17	27	14	27	24	17	20	19	28	14	14	17	17	17	27	17	26	21	16	20	17	20	14	16	18	19	27	21	31	17	11	17	16	17
31	26	18	17	14	13	19	19	13	11	19	15	17	19	27	18	20	20	20	31	19	18	17	18	14	8	16	24	27	21	15	20	24	19	21	16	20	27	21	26	18	20	19	21	21	17	19	20	21	21	20	19	19	17	19	27	19	11	13	16	15	23	16	27	27	21	19	17	19	13
24	4	18	21	19	19	28	17	18	22	17	18	19	17	19	16	14	24	17	31	14	18	14	4	4	12	19	20	19	14	17	19	20	14	15	17	19	21	15	31	19	4	31	17	19	20	20	21	15	19	19	17	17	18	31	19	17	19	19	15	13	19	20	20	31	20	18	14	16	16
19	15	19	12	27	23	17	21	18	12	26	18	17	19	15	21	20	17	19	15	15	17	15	20	17	15	16	18	17	13	19	27	28	16	21	4	15	14	20	28	17	21	20	16	20	15	20	31	19	13	20	18	19	19	20	20	16	20	19	21	20	13	19	18	13	19	21	21	15	19
19	20	21	17	19	16	13	4	22	19	26	20	31	19	17	27	19	19	14	16	22	19	19	23	22	13	19	19	13	20	24	20	16	13	27	13	20	19	19	19	15	18	20	15	14	17	31	22	14	19	19	11	11	19	13	20	24	19	21	19	19	27	21	19	20	19	20	22	19	20
17	20	20	20	20	19	22	19	19	17	17	17	31	14	26	17	22	23	13	14	24	19	17	19	19	19	21	17	17	19	17	21	21	18	31	8	24	19	16	18	19	17	20	24	27	15	20	19	19	18	15	17	19	14	19	12	17	13	15	20	17	20	23	14	8	12	13	21	16	22
20	18	21	19	18	17	21	20	12	12	21	14	26	20	20	20	22	16	13	17	20	17	20	13	21	14	17	22	12	21	22	13	21	15	19	21	19	21	24	17	19	18	21	17	17	15	14	22	22	18	23	19	17	19	28	18	19	27	17	19	20	14	20	19	19	18	22	20	18	19
18	31	11	17	18	17	17	27	18	18	18	12	15	21	4	16	17	20	8	17	31	14	13	21	27	24	24	15	26	20	14	17	20	13	17	26	20	18	11	22	20	13	18	17	18	22	15	18	13	21	19	14	24	26	20	20	21	20	17	21	20	15	22	15	27	13	15	20	8	19
21	13	19	21	15	24	20	20	24	26	21	31	21	21	14	28	18	22	19	14	20	17	26	19	19	19	19	31	19	17	19	20	18	22	17	19	19	19	19	21	19	28	19	19	21	15	16	27	15	24	18	13	4	22	17	14	16	31	22	31	11	27	19	14	19	14	17	20	18	18
17	19	17	19	15	24	17	19	20	17	24	22	16	27	24	16	15	20	18	14	24	20	17	31	17	20	17	17	19	8	15	24	16	14	28	18	13	17	14	19	16	17	19	16	19	20	21	18	22	17	15	21	21	21	17	17	21	31	24	19	15	16	24	21	17	17	31	24	13	21
19	22	19	11	21	24	21	17	17	16	20	4	21	17	13	15	17	19	21	26	13	13	18	27	20	17	21	11	17	15	13	17	24	27	18	24	20	16	21	19	18	14	17	17	27	21	26	16	18	22	20	13	17	27	26	20	17	31	20	14	16	20	21	21	31	4	27	20	19	20
19	31	17	14	20	24	24	21	20	31	19	18	19	13	18	20	18	19	19	27	19	23	17	20	16	17	31	14	16	18	27	21	20	12	22	19	15	11	22	16	13	19	18	13	22	20	19	20	13	28	19	12	28	31	21	27	17	19	24	19	18	18	20	22	19	11	19	18	17	21
19	4	19	19	19	20	11	21	8	20	19	21	17	13	15	20	19	23	19	19	18	14	12	19	31	14	20	14	4	27	19	19	18	26	13	17	21	21	21	16	20	19	15	19	19	19	18	18	21	16	19	13	24	20	19	31	18	27	19	20	17	20	19	21	15	20	19	14	21	18
22	21	21	11	21	13	21	26	19	20	21	19	19	17	19	19	13	17	19	19	14	13	21	14	20	22	19	19	19	17	27	17	21	18	26	19	16	20	22	19	17	19	17	22	14	16	24	8	21	14	19	23	20	19	19	18	15	20	13	19	21	26	20	13	19	28	23	19	26	19
13	24	19	15	4	27	17	15	17	31	19	27	8	19	19	17	16	8	20	4	14	14	19	27	19	18	28	22	17	20	12	17	31	15	18	20	14	21	31	8	20	19	18	17	21	26	31	20	19	26	27	19	19	19	20	4	18	18	17	20	21	21	17	27	8	12	14	20	15	31
13	17	15	17	20	11	12	4	27	19	17	22	20	20	19	19	18	14	19	8	18	18	14	20	15	14	18	23	19	19	18	19	19	19	31	15	21	17	27	20	17	21	13	18	19	31	14	24	14	22	21	21	18	17	18	27	13	19	4	20	31	15	27	27	24	19	31	20	20	16
