61	61	29	52	61	50	36	61	36	46	51	47	56	61	45	65	29	57	29	48	56	45	60	33	61	60	38	57	54	41	60	43	62	38	29	33	56	61	20	51	61	30	61	47	45	53	51	14	14	54	29	36	14	39	61	38	53	39	57
38	55	52	65	33	30	45	50	13	29	36	45	36	33	29	45	14	53	61	20	30	14	29	50	50	57	36	45	30	33	41	52	39	53	52	62	61	55	62	48	55	61	20	47	47	54	38	30	68	65	61	33	57	38	57	53	53	47	29
36	53	51	51	29	50	52	61	61	14	48	52	43	57	38	50	20	51	54	56	48	52	47	43	33	45	61	33	50	39	45	22	29	65	50	29	14	52	36	14	41	38	60	52	38	62	36	46	39	65	30	33	51	61	45	42	46	51	61
54	42	61	45	39	48	51	22	38	39	29	20	52	61	65	55	68	33	30	22	36	68	51	13	47	41	45	48	39	30	60	61	54	48	61	54	51	48	55	47	65	51	39	28	57	38	56	45	50	61	54	62	29	62	54	52	46	33	48
48	47	39	13	54	68	39	13	28	33	51	29	52	68	20	53	48	28	45	38	46	55	60	41	50	61	33	39	62	61	46	47	29	13	61	60	53	50	41	41	54	42	48	39	51	38	62	51	39	14	51	14	14	43	14	53	39	29	28
41	41	50	36	39	39	39	62	50	53	53	60	60	65	14	39	53	57	41	50	41	50	68	29	53	33	29	39	61	41	47	38	53	38	36	61	39	33	28	45	48	36	53	13	28	54	53	68	22	51	45	41	33	57	29	38	36	39	33
46	54	62	52	47	61	47	36	54	29	39	30	54	39	38	56	38	33	29	29	65	51	14	68	45	36	54	41	61	50	45	43	29	52	52	29	53	29	48	20	61	54	43	53	41	53	54	36	52	53	39	38	14	51	42	61	50	51	54
56	43	50	54	61	47	29	52	39	52	60	48	28	50	33	52	33	29	29	52	61	38	60	62	39	50	38	33	14	41	41	51	22	33	33	53	28	51	39	48	51	61	20	43	61	68	53	54	41	30	61	50	51	53	53	68	51	33	57
53	47	61	61	48	38	43	51	68	48	13	29	61	55	36	14	54	36	56	29	38	38	53	14	50	52	36	55	60	41	45	57	52	48	45	47	53	61	42	39	52	36	61	47	48	42	29	29	33	48	14	55	52	43	54	48	51	29	33
45	50	29	33	52	41	14	41	50	62	30	48	29	41	41	38	28	68	29	38	41	43	29	47	61	39	51	61	39	29	39	45	36	20	38	62	62	38	28	38	29	36	46	39	65	22	41	51	57	50	55	30	39	52	61	30	22	41	47
43	54	36	60	22	45	28	36	30	52	29	28	36	33	41	61	22	29	53	52	33	42	54	61	48	54	47	54	56	29	52	14	61	54	54	20	55	53	47	52	54	65	56	41	55	33	13	14	55	47	61	51	61	33	51	51	45	48	52
14	56	61	14	51	61	29	48	68	57	65	39	45	53	55	51	61	46	46	47	65	29	53	41	22	53	57	29	14	50	65	13	48	48	29	62	54	13	38	68	41	62	28	33	57	13	68	45	36	28	43	41	29	41	57	39	56	68	50
43	54	54	36	53	51	52	54	53	33	57	48	22	45	36	52	29	39	52	38	55	51	54	57	29	30	47	57	39	38	36	39	53	39	13	39	54	60	29	61	62	46	29	54	20	53	33	47	50	62	68	53	47	48	14	54	29	52	29
36	62	38	57	39	42	53	47	39	14	47	41	54	54	29	38	14	54	54	53	41	61	28	47	45	13	51	60	56	36	43	56	54	60	53	61	33	54	52	55	53	43	52	48	39	39	45	38	47	54	50	61	51	65	60	53	52	61	45
48	14	28	22	36	45	48	39	57	48	47	39	52	56	22	53	61	62	20	33	61	53	52	39	41	36	50	48	36	54	13	61	50	53	53	51	38	14	65	46	61	61	36	48	56	38	61	54	22	61	14	52	36	45	54	48	53	36	53
38	68	33	30	65	39	39	46	54	51	41	45	29	48	29	47	54	61	33	52	47	47	33	61	52	61	61	52	30	68	54	28	39	51	38	39	52	50	56	53	48	33	42	53	53	57	36	20	30	33	52	39	29	61	61	13	53	45	39
57	68	30	54	33	29	33	60	65	43	39	62	39	41	61	39	62	13	51	42	53	48	48	57	54	39	39	50	53	38	36	51	41	61	43	42	55	53	29	33	45	33	30	39	62	53	68	39	51	28	36	29	33	20	39	68	46	13	46
39	29	38	33	55	22	45	38	54	43	65	43	36	50	57	57	61	54	53	60	39	36	28	48	43	38	54	50	30	53	60	54	51	54	39	45	33	61	56	33	45	36	29	48	54	48	61	61	62	39	48	50	50	60	47	60	29	65	22
68	57	20	33	51	47	36	52	52	53	54	51	61	33	39	30	55	54	20	36	54	45	48	68	54	61	28	53	42	47	65	45	61	50	38	39	29	47	36	51	51	45	13	38	51	43	61	45	41	57	45	47	55	54	36	54	30	47	41
38	52	39	47	14	65	61	61	60	51	47	20	50	47	57	41	39	53	52	51	29	61	47	57	41	39	41	57	61	61	29	14	55	54	53	22	30	47	61	42	46	54	47	29	53	68	51	38	38	14	48	56	54	54	38	47	50	60	48
53	57	47	33	41	56	29	61	29	51	14	33	33	50	60	61	39	61	62	20	48	45	33	55	51	51	41	54	38	61	52	50	50	54	45	38	51	54	20	41	22	57	54	53	52	41	29	14	41	29	53	38	41	68	51	53	53	46	50
30	51	48	38	33	28	51	39	56	29	43	48	47	29	39	55	14	53	53	14	39	50	45	50	51	39	39	38	54	53	14	60	39	38	50	48	36	33	43	53	53	56	50	52	38	29	33	61	54	22	29	47	46	68	55	41	61	54	65
52	60	51	48	33	52	53	54	33	28	38	62	51	47	54	14	22	14	38	39	55	42	33	47	50	50	48	13	43	48	62	29	46	36	53	39	54	30	57	38	50	45	36	29	42	46	61	54	47	48	36	51	48	54	14	56	36	45	33
