21	16	27	16	41	41	29	41	37	24	33	30	16	33	19	29	32	28	38	33	30	29	41	18	35	41	9	9	37	38	37	31	35	31	28	39	28	33	19	32	45	33	33	15	26	30	31	21	25	21	41	28	9	33
31	18	32	27	16	30	29	18	31	16	37	18	16	30	26	30	18	29	17	41	28	45	41	41	20	18	35	39	23	15	17	34	30	29	29	29	41	33	37	29	31	20	17	32	33	28	20	20	38	26	19	9	28	45
9	19	37	19	25	37	31	39	29	37	25	30	15	29	28	20	16	39	33	25	18	41	16	30	33	38	24	37	29	33	6	6	30	11	41	41	32	38	33	26	20	25	30	38	34	11	21	26	32	30	29	32	35	32
33	16	20	29	18	6	24	8	28	39	41	26	30	24	29	38	30	37	29	29	32	30	28	34	30	30	28	15	8	16	30	16	25	24	37	29	38	31	31	25	30	15	41	30	28	29	45	30	31	29	34	20	28	20
41	25	32	38	31	16	18	32	41	31	34	37	16	30	33	32	37	21	9	32	34	11	37	29	37	32	33	25	37	19	30	18	25	20	37	38	37	9	34	25	29	30	16	30	31	20	16	19	20	20	30	37	20	6
38	34	32	37	34	24	26	34	45	29	23	37	45	34	31	30	28	16	39	30	29	28	41	41	31	39	16	38	27	20	31	29	20	19	20	15	15	34	30	27	19	35	34	37	11	18	20	33	23	37	11	25	32	30
25	45	16	31	26	29	30	24	41	11	37	20	27	41	32	20	32	37	31	45	27	17	6	30	38	41	34	33	29	41	20	34	35	29	8	29	19	37	31	29	39	17	31	33	18	20	28	30	19	32	32	45	41	35
24	35	18	23	8	38	31	9	9	28	15	37	41	19	29	15	27	29	23	41	30	33	25	15	6	16	30	37	33	31	38	34	34	45	19	41	41	30	37	38	29	37	19	25	41	23	45	9	29	29	33	39	33	16
32	41	16	26	26	16	32	33	18	31	32	37	18	33	30	20	15	41	30	33	34	32	41	20	9	41	34	18	31	30	32	28	34	39	17	6	32	35	16	29	38	30	29	31	34	23	39	8	25	28	30	41	41	28
33	17	35	25	33	32	29	18	25	37	35	38	41	26	16	16	16	15	15	33	20	33	37	31	25	32	41	18	11	37	20	15	37	41	15	29	9	6	6	16	28	11	41	6	32	30	29	32	30	30	30	16	20	31
32	37	23	30	16	38	25	16	29	33	38	38	21	39	16	34	39	6	33	20	25	32	34	9	39	16	30	33	45	34	34	16	37	20	31	34	34	29	8	30	23	41	25	33	31	28	38	16	45	35	16	27	19	37
8	34	23	16	30	15	28	38	45	32	17	41	32	16	32	31	35	45	30	45	32	34	9	31	39	32	25	41	28	30	41	41	32	31	38	15	39	15	33	20	41	25	38	39	28	16	9	32	37	38	37	20	30	6
31	37	37	29	41	41	34	6	20	18	28	33	32	41	23	34	8	19	9	25	9	39	16	20	33	31	24	30	33	39	30	37	45	6	25	34	29	30	37	31	41	25	30	6	39	33	39	30	15	41	32	29	6	30
39	27	41	17	17	17	25	33	33	25	38	6	26	29	33	28	41	30	17	28	16	20	26	25	41	26	33	34	39	35	23	39	20	30	37	41	33	15	25	18	19	28	27	45	28	19	39	37	30	28	34	45	30	20
34	23	15	38	33	24	16	45	6	33	16	18	18	45	32	20	16	29	35	17	39	21	41	31	20	25	9	30	15	41	17	26	29	16	26	41	30	39	26	20	34	30	38	9	31	30	37	41	20	38	41	17	34	39
29	25	16	21	33	18	41	30	45	29	8	37	8	34	37	37	37	29	30	29	34	39	30	41	34	34	34	29	11	31	37	45	25	39	35	16	31	26	27	24	9	16	31	33	32	35	17	9	15	6	32	11	39	30
29	8	23	39	30	30	30	37	35	20	41	20	38	37	29	25	38	30	39	29	23	30	30	37	30	20	45	27	25	15	37	16	37	27	33	38	32	37	45	32	45	20	39	28	31	26	27	32	34	30	11	15	19	29
41	34	41	32	30	9	34	18	34	32	33	37	33	19	6	38	33	6	21	33	29	37	25	37	41	15	32	30	17	15	30	27	41	25	26	17	19	30	34	11	20	17	30	6	25	27	24	8	45	9	32	25	21	35
28	16	28	28	33	29	30	29	28	39	30	37	25	6	31	16	30	25	41	30	31	41	8	30	32	33	34	33	18	33	32	34	20	20	31	32	20	32	29	20	32	30	37	8	31	18	45	25	31	32	34	41	37	33
20	16	21	45	11	31	25	38	27	33	41	37	32	31	24	15	20	21	6	8	37	26	24	34	32	35	35	27	28	8	27	19	29	17	31	18	31	28	30	34	45	32	18	35	30	20	39	30	11	33	20	28	29	37
