27	21	42	32	40	47	44	18	31	60	49	19	19	48	57	47	20	36	34	36	32	51	56	35	44	39	25	21	23	29	36	50	49	49	42	32	18	33	16	42	38	28	29	51	36	40	63	28	50	64	47	17	49	42	30	31	60	22	27	31	43	37	46	53	31	55	37	44	33	42	43	29	29	22	42	40	36	48	31	39	20	31	20	25	32	51	50	23	78	36	52	18	64	61	24	30	20	22	30	57	31	40	51	45	47	57	35	42	35	36	26	45	14	60	36	26	55	53	35	33	37	32	60	21	45	31	55	51	40	36	32	55	42	16	42	23	38	27	45	35	58	28	25	26	55	39	27	30	35	51	15	8	42	26	54	16	64	24	20	47	38	36	31	42	15	49
38	39	30	34	36	60	36	38	35	42	20	33	20	32	33	39	31	29	19	27	49	25	42	42	14	20	27	48	26	32	44	32	64	47	47	14	36	48	45	51	60	27	64	31	34	36	55	33	49	40	39	34	42	29	18	24	30	17	31	44	38	18	78	38	20	38	31	30	35	20	49	36	52	78	44	26	33	31	56	30	36	40	31	40	19	55	25	25	50	29	37	28	38	56	31	50	19	18	54	52	30	21	35	32	31	58	31	44	29	17	39	14	20	35	35	47	43	32	18	18	39	26	38	40	51	29	53	38	33	20	32	28	34	34	33	49	22	40	19	30	37	44	39	23	36	48	42	34	39	51	61	30	32	57	55	60	40	32	51	32	58	44	30	8	61	13
33	43	25	33	47	35	32	39	38	20	36	42	60	47	39	43	33	21	31	33	54	16	31	19	55	30	40	48	26	47	36	40	35	52	65	35	27	56	42	32	31	29	29	29	27	42	30	42	27	32	20	31	30	29	55	30	51	38	27	15	17	52	51	29	29	29	47	20	33	48	33	34	35	36	36	60	32	64	45	38	61	46	27	19	40	34	36	26	36	61	47	59	48	32	19	47	78	23	42	20	15	20	33	40	40	36	38	44	19	36	35	38	21	44	15	45	27	40	34	33	40	27	21	45	40	46	32	42	61	28	29	34	47	40	48	51	45	32	20	36	35	50	54	48	29	40	47	32	26	47	17	39	37	32	29	28	32	31	36	47	36	35	60	55	16	36
26	63	36	36	42	34	39	51	49	55	49	34	16	26	25	56	43	47	33	35	61	47	47	18	21	42	31	53	54	20	36	38	35	15	39	15	49	25	43	44	34	50	26	38	36	38	49	61	14	53	51	54	37	33	46	45	27	35	34	26	30	31	33	48	39	42	39	64	47	32	31	61	51	44	55	42	39	25	51	47	31	32	63	49	48	35	15	39	54	40	55	31	49	35	29	37	30	56	39	31	54	51	31	36	47	48	47	48	43	27	16	56	27	19	47	19	14	21	47	28	8	51	29	50	36	32	27	39	44	30	65	36	30	49	30	15	34	34	36	34	19	64	19	43	42	16	56	31	20	31	28	33	55	31	64	32	57	42	49	36	64	32	23	17	31	55
40	28	56	30	19	39	29	17	39	55	59	31	54	31	47	51	48	17	14	44	25	44	45	56	21	40	17	39	35	57	18	40	61	15	20	42	36	18	36	14	40	58	31	51	30	26	35	15	18	34	55	49	29	52	25	78	37	17	57	40	55	15	16	48	21	48	43	21	35	36	36	46	61	27	78	43	15	32	14	36	35	57	42	33	14	48	42	15	58	58	15	22	32	50	38	45	36	32	48	43	52	19	33	31	38	31	14	38	36	46	29	21	60	47	19	37	60	31	31	16	38	48	29	18	40	42	32	60	56	39	48	43	28	36	44	29	32	23	36	54	28	34	57	45	65	51	23	26	42	19	32	19	16	44	64	34	51	18	33	53	49	42	23	40	35	39
58	55	35	51	31	51	36	57	31	36	36	30	47	20	27	36	25	32	45	49	25	25	23	32	48	14	40	29	26	24	31	28	36	21	40	23	48	30	34	36	52	42	65	15	45	43	42	42	45	42	55	29	19	36	37	19	39	64	43	30	47	43	42	37	36	32	45	50	25	30	36	40	34	54	51	49	39	20	32	36	51	47	13	42	27	31	20	44	38	51	36	36	27	49	35	51	63	43	54	27	27	27	29	21	35	32	18	15	29	38	15	47	25	32	56	43	29	29	22	23	42	39	55	49	29	64	56	34	29	36	36	56	29	53	29	42	33	29	32	25	40	42	27	14	20	59	48	14	50	29	18	78	48	30	31	30	28	46	17	57	26	31	40	44	38	61
54	64	43	36	51	31	15	47	55	44	24	49	48	36	40	20	64	36	31	31	63	43	28	35	26	37	53	31	43	15	50	53	34	63	49	51	39	49	25	32	27	37	40	36	31	17	32	36	34	45	35	16	31	26	31	33	30	37	21	21	20	32	33	29	15	44	47	17	16	42	44	23	42	42	40	32	36	39	50	26	56	35	58	57	19	17	30	39	25	32	36	42	19	33	78	40	40	15	35	29	49	21	28	23	31	13	51	32	44	63	20	61	48	26	49	47	38	35	17	53	30	61	37	29	49	60	43	21	31	38	36	52	31	44	19	32	32	49	27	20	25	20	36	51	21	31	65	52	31	8	26	43	32	42	40	30	38	35	15	55	36	33	36	48	13	19
15	31	40	8	64	17	50	35	49	50	17	39	25	60	33	47	37	14	52	34	39	49	36	31	34	18	29	33	50	47	40	30	28	31	16	27	17	31	25	32	31	15	27	44	29	26	48	26	25	26	20	40	36	20	30	27	38	51	55	21	44	44	30	48	19	38	25	32	35	50	40	22	37	20	32	20	31	51	56	33	50	40	19	39	37	35	36	36	28	29	30	51	31	58	35	40	31	36	57	48	51	44	39	60	57	13	35	39	25	33	61	33	51	28	29	61	14	39	51	59	30	35	25	27	40	35	16	35	50	15	36	60	40	47	48	34	14	36	31	32	42	37	42	16	37	24	57	47	37	30	35	49	30	47	40	42	31	55	29	31	42	33	32	40	44	35
48	34	46	57	42	27	36	19	22	38	48	44	20	31	44	28	57	8	14	16	55	63	18	38	48	40	30	55	38	35	36	13	30	21	36	35	32	18	26	42	35	21	36	45	57	31	36	39	27	14	42	58	49	32	42	44	13	34	21	37	13	61	44	50	50	35	47	32	58	55	48	55	50	29	18	47	32	29	48	29	39	65	44	20	37	29	34	33	20	53	54	32	40	51	51	40	47	31	20	49	31	29	23	51	26	18	36	45	30	36	47	55	21	33	44	33	14	40	59	13	42	28	43	48	78	35	36	31	48	15	20	42	55	42	17	20	17	56	48	35	44	27	37	51	14	44	34	32	30	25	31	55	36	32	40	60	45	47	36	21	61	38	32	39	26	48
31	21	42	59	24	47	32	35	13	56	33	30	44	35	51	29	50	15	50	16	19	20	32	57	33	51	20	36	25	49	45	55	16	21	30	58	53	42	25	49	26	42	34	48	60	26	8	38	25	47	31	30	40	27	47	55	19	23	26	45	31	29	30	38	21	54	56	16	43	31	34	26	37	57	29	34	15	40	20	55	22	36	53	16	38	20	65	42	39	59	31	42	43	36	59	29	30	40	47	38	40	47	34	51	32	49	78	32	39	24	40	43	31	18	40	23	49	42	31	38	20	19	27	51	47	42	29	31	45	51	32	29	19	42	28	31	42	49	18	30	32	50	40	51	38	39	55	19	14	55	38	47	51	17	35	20	45	48	42	19	17	34	32	42	55	49
44	52	25	31	78	17	32	8	49	33	31	42	33	45	36	49	32	24	48	35	42	32	17	42	32	33	47	33	43	30	48	39	19	34	29	15	55	50	49	8	32	78	47	46	57	49	17	51	51	18	29	29	45	36	29	50	33	28	44	28	36	40	34	17	28	42	50	21	56	48	20	13	31	42	20	35	40	51	44	14	56	33	19	34	28	57	38	55	54	45	42	52	35	20	32	31	26	46	36	49	23	46	40	45	34	42	40	34	48	27	32	36	30	36	37	35	34	47	45	58	31	25	38	19	42	16	42	38	33	24	33	50	33	31	19	40	31	31	63	53	17	26	31	31	33	37	26	44	56	54	31	36	27	39	14	13	40	35	26	31	30	34	78	32	57	56
58	29	38	59	49	15	20	35	26	26	36	78	20	36	55	31	47	19	38	29	48	42	8	48	29	42	39	27	34	49	33	44	29	30	32	47	36	16	35	32	35	44	36	31	42	29	31	17	29	40	48	25	31	42	31	45	32	45	36	50	54	18	58	37	47	43	42	55	49	51	55	42	47	33	16	14	51	49	47	30	52	17	35	35	47	34	30	34	47	36	55	61	44	23	32	19	17	55	31	15	14	36	33	40	56	56	15	14	16	78	47	42	39	23	65	33	78	36	47	54	47	28	31	54	32	20	42	26	35	64	42	39	40	37	55	55	29	42	26	35	20	34	36	21	19	23	17	45	44	17	37	51	50	20	24	26	61	42	14	54	27	51	19	60	36	32
17	20	36	51	48	39	36	36	31	38	24	20	36	49	20	38	38	23	40	42	45	47	49	55	23	31	18	43	21	42	20	44	18	29	29	22	15	39	21	44	55	31	35	51	51	36	55	34	49	40	30	33	31	34	36	54	40	31	36	36	34	78	31	45	42	23	40	51	40	23	36	51	51	53	17	45	40	30	47	37	50	31	44	40	36	28	42	49	44	48	31	49	39	17	36	42	18	33	31	39	40	38	15	59	32	34	17	20	57	49	26	16	52	27	16	55	35	55	28	40	50	45	49	49	63	42	33	47	34	36	42	42	14	19	51	37	32	35	57	55	29	36	49	25	39	35	20	25	30	44	26	42	42	27	49	78	42	32	42	42	29	23	52	21	33	15
38	14	30	48	26	48	43	51	49	31	40	35	34	35	47	34	30	49	33	25	32	32	25	27	38	30	28	40	34	33	36	20	53	42	53	32	31	47	64	30	30	14	42	42	28	42	40	21	36	43	38	56	78	63	37	21	32	42	34	44	78	47	55	40	28	45	47	55	37	60	42	33	13	29	43	51	43	42	56	61	34	42	50	44	31	42	30	31	34	17	28	48	35	32	14	63	40	31	31	50	60	16	26	20	17	47	31	42	78	47	25	60	16	32	31	42	36	36	47	29	36	42	49	25	30	17	40	40	35	33	59	51	13	57	21	21	13	38	43	51	17	33	49	35	51	35	38	35	51	60	33	42	16	47	31	32	38	38	54	43	48	33	20	35	20	33
35	35	42	26	54	32	17	43	34	48	20	49	42	27	16	47	54	40	31	50	44	36	34	48	51	43	27	25	42	20	16	49	26	15	63	36	29	31	63	48	19	35	23	36	35	24	50	20	39	28	78	60	15	49	49	33	25	50	24	35	32	35	32	56	17	35	31	30	55	33	8	19	29	40	42	32	8	32	55	17	53	30	44	19	42	26	33	34	31	30	35	40	15	39	30	31	38	42	47	31	65	30	25	30	34	33	55	54	38	57	29	20	33	25	55	23	26	24	42	55	19	43	33	29	61	30	42	26	26	30	31	8	47	47	31	40	36	30	36	36	8	36	29	36	78	32	48	20	31	43	33	45	39	36	30	36	45	36	15	21	31	44	31	27	31	54
38	16	55	35	39	52	39	20	48	31	56	53	36	39	39	47	44	44	57	32	15	42	43	51	39	29	21	39	47	55	17	38	38	29	54	17	43	21	47	29	34	36	40	25	39	31	39	26	34	42	35	42	42	51	24	56	33	32	51	39	30	51	52	47	19	33	14	54	38	54	36	35	47	25	31	42	31	31	16	51	63	25	39	33	60	57	61	47	39	58	49	33	36	36	42	15	36	61	56	31	36	33	55	50	33	42	47	51	17	42	36	55	63	46	30	40	39	30	38	30	19	18	59	37	26	26	44	23	44	34	44	31	35	18	47	42	34	45	20	29	47	57	48	25	56	39	57	20	19	32	31	27	51	63	49	57	33	27	38	56	31	32	39	40	27	20
17	40	35	58	47	51	20	17	35	37	33	26	17	47	27	30	43	33	20	49	32	30	20	30	34	42	34	26	48	33	25	36	25	38	55	17	13	14	51	25	37	35	17	47	47	39	31	33	38	39	49	49	19	51	31	37	49	47	63	38	33	32	35	46	45	61	56	22	36	20	40	29	17	35	78	31	52	47	50	42	29	47	30	28	31	42	47	31	35	42	53	25	56	31	53	45	55	35	27	53	40	14	25	42	34	34	34	35	36	30	35	31	18	32	36	35	35	31	47	45	8	27	34	43	30	27	14	30	45	55	22	29	61	31	51	18	54	20	42	36	25	43	57	49	31	14	26	20	14	31	52	39	36	45	31	20	17	47	43	65	32	42	47	64	42	54
15	45	53	25	44	22	35	15	31	55	15	54	59	36	39	45	30	36	38	19	40	42	32	55	28	8	42	25	56	36	63	42	26	38	60	55	31	55	38	43	34	32	35	50	27	51	40	42	20	26	15	33	36	65	36	45	17	60	30	49	54	28	34	34	18	40	43	29	42	31	27	20	48	31	35	18	36	48	26	47	34	33	23	48	40	34	26	25	61	24	19	26	20	43	20	25	47	30	65	39	40	29	40	35	27	44	47	36	55	13	44	29	20	36	40	35	15	37	15	40	58	30	28	21	22	31	36	40	36	26	61	39	26	28	42	48	48	34	51	20	35	51	30	51	25	40	17	35	44	27	30	44	34	20	35	51	32	17	38	55	15	51	33	26	54	17
19	30	40	17	36	55	34	35	31	36	46	59	52	13	61	48	29	63	30	61	29	28	40	31	37	25	61	32	34	34	38	40	44	13	32	44	20	54	36	15	25	51	35	16	25	29	18	16	15	20	48	47	40	34	49	20	29	48	61	35	27	8	25	56	55	39	54	51	15	25	30	39	52	36	47	29	36	32	35	21	34	51	61	45	19	18	27	44	50	48	31	50	38	44	15	25	26	56	29	27	42	48	25	29	40	35	49	49	36	36	53	63	21	63	42	13	20	27	47	40	23	24	31	35	19	47	39	14	16	42	51	30	48	55	47	30	40	40	30	34	39	40	42	33	48	42	50	26	46	51	60	17	36	48	38	51	42	39	24	17	55	34	17	30	44	23
43	23	16	43	39	40	44	42	31	16	45	32	35	50	44	33	30	32	42	28	45	48	42	19	49	42	40	44	48	50	48	18	40	31	55	13	17	42	17	35	51	40	50	57	29	30	40	37	42	36	48	17	61	45	57	23	29	40	37	40	40	31	34	31	35	35	44	34	42	43	40	45	8	19	42	15	64	26	36	35	39	15	31	35	20	36	35	17	17	29	25	15	33	35	16	15	55	54	34	28	39	54	78	34	36	31	42	43	48	34	35	20	45	39	39	35	31	32	23	20	48	33	55	34	61	19	22	30	32	33	34	39	21	38	43	59	34	51	34	14	39	19	31	37	50	17	43	42	42	42	38	33	42	48	36	27	29	48	20	51	57	31	42	45	44	40
36	39	40	78	33	28	31	24	23	51	49	30	49	26	20	8	55	16	65	20	49	60	34	49	55	34	25	21	13	40	31	18	20	17	36	47	17	15	25	14	51	17	33	36	26	18	39	17	49	18	36	40	47	28	47	40	48	40	31	38	15	19	29	32	46	31	21	20	44	54	51	61	35	42	36	20	61	61	63	31	47	30	36	40	42	18	15	43	28	35	35	49	56	38	56	25	51	32	42	32	49	55	35	33	20	20	38	31	50	33	34	31	22	49	32	52	36	40	31	36	39	39	55	31	17	47	25	34	26	54	31	49	42	39	33	31	48	24	22	34	51	32	30	61	35	26	20	26	15	53	44	47	42	44	22	19	25	65	28	39	38	48	57	36	78	23
37	47	32	31	78	40	59	30	45	18	22	55	26	49	19	39	34	19	35	30	43	30	56	25	48	54	36	55	35	25	24	30	32	35	49	48	35	31	31	56	32	32	31	17	45	20	42	40	45	18	23	32	32	65	21	45	36	36	64	20	46	43	40	45	17	48	55	42	54	47	16	51	17	49	32	18	61	37	55	42	48	26	55	30	28	31	24	32	31	44	48	35	32	43	39	50	29	14	19	25	32	27	49	17	30	40	45	48	36	19	64	61	43	32	30	33	47	35	55	37	49	32	33	54	49	35	54	60	55	48	49	17	47	35	20	36	40	17	54	25	49	37	17	17	42	36	20	56	50	19	51	32	24	61	51	59	25	36	40	26	40	32	44	42	39	50
40	36	44	33	17	49	32	19	45	35	39	44	14	55	38	27	30	52	57	44	35	55	20	51	51	32	33	47	55	20	40	52	39	31	44	37	37	49	20	47	19	29	32	31	23	34	35	42	31	21	63	57	16	42	47	29	29	42	44	24	30	54	36	42	59	61	43	31	30	45	20	25	48	52	30	35	42	32	44	29	49	57	37	54	30	16	39	78	20	45	27	35	38	34	78	55	30	47	30	34	23	55	47	18	32	34	25	25	32	60	28	42	29	21	13	36	45	78	32	55	18	45	24	52	54	21	38	51	45	15	42	35	34	50	20	31	17	34	34	33	57	42	42	13	52	78	44	20	33	47	31	26	32	26	51	44	59	33	43	56	42	29	50	36	42	19
55	44	56	56	42	48	23	26	43	26	48	38	21	30	27	45	38	25	25	49	35	61	58	36	42	48	15	20	30	57	27	49	16	42	45	54	45	13	19	29	31	20	48	49	57	29	61	43	42	34	36	20	25	50	17	65	44	53	78	33	44	20	20	32	51	26	29	8	31	33	27	47	40	55	51	48	43	36	30	42	33	47	16	8	17	36	36	31	55	38	30	30	64	29	33	52	42	34	42	61	43	17	27	55	42	23	42	55	49	26	51	15	63	32	56	31	39	31	22	42	56	42	42	43	31	32	17	31	54	8	29	78	26	13	47	29	65	38	18	8	29	45	49	44	42	47	61	43	38	47	33	51	17	25	29	31	20	35	26	28	42	35	33	48	51	43
55	31	31	19	42	47	26	42	47	42	55	23	50	38	38	21	60	23	48	31	26	35	32	39	30	42	42	46	39	37	43	47	36	51	44	56	24	29	48	30	40	13	26	61	37	16	32	39	33	49	34	42	49	24	29	35	26	35	65	16	44	36	24	31	36	51	23	64	37	15	78	65	47	50	39	16	26	20	18	15	29	37	55	15	31	26	53	15	50	42	49	28	19	20	56	55	39	32	33	47	54	32	36	14	35	20	31	25	36	31	45	26	35	34	45	36	35	20	29	38	31	38	33	48	47	13	42	19	57	29	35	42	49	34	35	18	34	48	20	26	45	48	15	35	20	40	55	24	34	34	54	57	44	24	32	26	55	38	37	38	60	35	54	49	19	35
18	58	35	45	36	43	43	14	57	45	31	36	25	47	34	14	35	32	39	36	47	38	27	52	36	45	31	26	38	46	64	17	20	38	38	48	45	36	52	16	42	13	42	45	35	38	29	20	20	30	15	45	25	17	29	64	47	44	29	47	31	45	28	78	37	55	42	28	26	17	32	34	39	37	16	33	34	54	36	24	31	20	35	15	40	51	55	25	56	36	25	17	32	29	17	40	31	56	57	30	25	15	51	51	36	49	47	38	30	43	36	55	55	13	15	27	55	17	36	32	42	36	27	33	20	40	19	36	26	51	25	51	31	48	36	14	29	43	48	21	32	20	38	51	34	39	19	43	32	16	47	22	28	55	20	43	28	61	34	32	37	36	61	19	26	38
26	42	40	40	29	20	29	28	42	48	33	34	18	30	17	50	52	49	29	43	29	29	51	30	42	27	42	32	36	36	27	32	55	23	78	78	55	19	40	35	55	57	40	15	50	19	57	49	19	17	22	42	56	64	28	42	30	8	18	59	28	42	26	55	19	36	17	28	46	33	29	20	51	24	31	31	20	42	36	29	29	39	32	16	61	30	15	44	39	44	57	28	47	36	43	16	28	51	51	15	31	36	19	32	29	46	26	63	33	25	51	31	49	46	17	44	28	44	44	30	30	65	36	25	20	44	33	57	31	29	42	45	32	45	20	61	33	31	57	30	30	31	59	42	38	39	60	58	20	55	34	38	32	55	23	32	31	36	51	31	31	13	48	14	44	26
65	15	56	39	28	42	64	34	63	15	29	33	43	42	26	34	42	44	42	35	25	20	30	30	36	35	34	25	27	25	39	31	30	35	43	25	17	21	54	51	47	38	38	52	14	23	43	25	31	19	26	36	54	44	49	31	55	26	32	78	19	16	55	49	33	26	31	42	37	23	56	15	16	49	26	30	51	32	24	40	36	47	36	42	30	47	42	58	38	29	56	31	31	15	31	27	55	35	48	34	32	18	23	56	14	32	42	23	37	24	61	44	17	40	29	29	29	78	31	15	26	43	34	20	31	31	51	35	21	32	31	36	34	31	29	32	42	31	51	64	42	29	24	32	43	33	26	39	14	17	44	35	31	48	25	50	40	31	32	39	31	40	48	33	51	42
31	42	50	36	14	37	20	36	55	32	20	55	32	32	40	14	17	36	23	42	51	38	35	42	45	35	29	36	34	51	45	26	51	47	33	19	31	35	18	61	55	44	29	44	39	34	35	43	48	36	48	19	54	27	37	31	20	15	42	33	55	40	51	29	23	35	49	31	37	48	30	36	42	26	34	21	23	32	40	21	24	33	26	65	24	44	8	40	15	29	34	30	37	61	28	26	14	48	51	45	20	29	31	52	26	17	55	53	65	19	13	55	26	38	59	55	31	34	49	44	38	19	78	54	27	36	36	36	44	38	18	15	38	34	25	34	61	15	28	43	28	29	32	15	30	25	35	65	34	37	58	35	28	19	20	15	17	55	35	26	42	42	18	33	19	23
16	32	30	35	46	31	35	42	54	47	40	50	20	27	50	39	49	34	22	50	23	35	36	42	28	21	26	57	17	48	37	34	31	60	32	50	33	51	43	19	61	65	48	30	47	47	56	44	20	15	14	31	37	42	35	47	78	32	36	56	21	14	20	29	44	55	15	42	33	40	40	17	17	36	26	38	42	36	48	15	32	44	39	39	39	47	56	29	34	56	25	51	36	31	39	47	61	51	31	42	42	44	55	48	59	32	23	45	20	25	25	30	25	21	51	32	42	31	31	23	40	48	40	52	14	44	55	42	32	31	63	21	21	42	22	36	47	36	23	21	55	42	44	42	36	32	25	36	36	56	40	47	32	44	47	54	45	36	26	31	31	34	45	55	17	32
25	52	47	48	44	78	33	36	60	32	39	78	61	27	56	18	40	44	17	47	49	47	42	48	17	45	39	29	19	43	34	34	15	61	34	40	26	32	31	34	43	56	40	32	31	30	36	60	47	31	19	42	20	32	20	56	44	51	25	40	28	19	24	14	54	26	35	31	32	47	30	57	20	51	57	47	35	21	61	50	30	28	31	54	56	34	20	48	20	30	37	16	34	18	44	26	16	60	20	21	15	18	49	13	44	15	13	32	42	25	40	54	26	47	43	46	32	57	54	26	35	36	40	29	40	25	40	17	33	29	36	42	49	40	40	30	33	44	27	46	26	55	30	32	38	21	47	34	49	42	23	45	35	42	33	55	31	56	35	34	33	18	58	33	24	47
30	78	63	44	8	16	32	23	33	34	56	46	30	26	44	38	15	39	35	33	18	13	31	31	28	44	30	48	30	32	36	20	50	61	14	39	40	60	25	31	26	18	56	47	49	45	33	18	32	54	31	48	19	33	30	34	37	36	47	55	44	57	18	19	44	36	17	26	27	30	32	35	33	36	47	30	36	36	65	33	38	55	33	16	30	28	29	52	30	51	31	35	42	46	20	35	31	23	32	44	32	40	36	42	36	56	23	32	36	31	31	50	33	21	36	51	28	20	14	52	17	31	26	42	18	44	47	39	37	30	39	38	49	27	18	39	29	42	20	54	35	32	34	55	40	50	58	57	51	20	31	47	40	55	61	32	49	27	57	48	35	38	26	31	27	26
