40	38	29	27	33	22	14	33	3	7	28	38	28	7	22	35	15	7	19	20	21	16	44	27	36	14	19	18	38	20	34	40	8	9	28	21	9	21	20	22	22	30	33	27	33	22	9	29	23	15	34	38	19	15	22	27	38	20
3	7	16	9	22	22	34	15	9	23	26	38	38	22	22	40	36	19	40	21	42	21	23	29	35	35	27	24	19	37	44	36	22	37	18	15	36	21	36	22	15	36	34	25	36	9	18	22	44	36	3	35	15	15	36	12	14	3
15	24	28	18	25	36	20	36	28	29	7	9	38	35	22	28	4	16	36	33	37	27	9	18	40	33	36	24	7	15	22	28	30	40	28	9	36	7	16	38	20	7	21	15	15	15	38	36	21	15	21	16	28	28	33	15	35	9
36	36	15	27	19	16	34	36	31	9	22	21	22	9	31	38	24	27	16	44	34	20	16	21	30	36	36	37	36	42	37	21	21	36	25	23	15	22	33	31	9	36	22	21	30	16	21	30	31	9	31	36	26	7	28	38	15	36
15	36	29	4	36	23	37	16	9	33	16	36	9	14	36	7	21	16	20	36	38	16	21	36	38	36	22	38	31	25	38	21	25	20	3	21	15	22	21	8	20	27	27	28	14	33	25	25	21	9	31	36	28	23	36	24	37	14
27	8	27	34	20	23	37	9	44	27	36	16	8	27	27	28	22	36	40	33	42	40	42	42	27	28	28	4	15	42	19	31	29	28	30	27	7	23	7	20	21	23	28	22	34	15	40	36	21	40	36	35	36	20	15	25	3	12
33	36	29	28	9	21	36	22	34	15	16	40	18	24	3	4	14	36	14	24	15	4	22	36	7	16	20	8	14	18	9	25	42	33	27	31	15	31	22	27	15	16	29	21	22	21	16	21	22	40	7	29	20	44	38	14	20	21
12	31	21	22	33	9	36	21	21	31	29	3	31	27	15	14	22	15	30	21	7	16	33	36	29	7	38	14	21	21	21	4	25	44	25	30	28	36	14	38	28	7	38	22	4	22	40	15	22	31	31	25	8	26	21	20	36	3
16	20	36	14	31	9	33	23	21	36	25	23	9	14	40	7	24	16	15	15	31	28	14	9	31	12	3	28	35	28	25	16	29	23	21	40	28	16	8	42	38	34	28	9	16	24	42	19	14	21	23	20	16	14	22	37	29	7
33	35	31	4	9	21	33	40	23	12	24	33	19	24	38	29	25	20	9	22	4	15	16	9	40	24	23	27	33	29	16	19	4	9	28	36	28	15	36	27	25	7	42	15	33	7	25	27	15	28	28	16	15	30	35	36	42	38
15	20	12	26	14	27	7	36	27	21	15	38	20	20	21	38	16	26	44	38	19	38	36	23	35	38	16	22	22	18	28	30	18	15	27	22	21	38	22	36	9	34	28	7	19	14	18	15	8	44	36	33	38	26	36	7	38	36
27	28	44	42	23	16	26	22	24	3	38	8	30	25	19	26	33	15	34	26	40	7	42	35	9	29	20	31	16	27	36	40	29	36	16	27	7	29	19	30	31	33	27	31	15	44	36	21	28	37	37	38	36	35	23	15	34	7
7	33	20	9	29	36	26	9	30	23	28	34	7	29	20	31	22	44	15	36	7	27	27	19	22	28	27	33	36	4	36	33	26	15	35	15	15	27	7	7	22	26	35	28	22	28	15	40	9	7	36	7	15	22	9	23	28	36
7	16	15	35	33	36	28	42	38	16	42	36	8	24	8	9	8	25	35	40	22	36	15	21	42	36	7	40	29	44	26	27	16	4	18	26	26	28	27	30	7	27	7	37	3	18	23	38	30	21	7	22	9	9	15	19	7	42
7	15	23	16	21	38	29	22	22	7	7	27	37	18	38	31	25	40	21	38	37	7	28	16	36	12	33	40	28	7	16	33	25	27	21	7	22	22	3	40	34	24	20	29	27	21	37	3	40	28	21	44	21	3	3	27	34	3
9	7	29	36	40	22	28	31	36	7	24	19	21	27	8	15	16	33	7	9	27	16	40	23	36	34	15	38	16	23	9	26	22	38	15	38	22	7	20	40	23	26	21	15	36	8	4	22	42	33	36	31	33	29	21	15	29	16
28	27	9	9	15	37	9	28	16	16	27	37	9	14	22	20	7	23	24	40	36	16	15	25	33	29	29	16	14	40	25	30	8	7	31	22	27	33	25	9	28	28	30	27	22	15	3	22	33	36	28	25	16	37	30	28	7	23
36	38	14	20	18	38	30	16	16	15	9	7	21	35	38	16	15	29	36	4	36	8	12	8	15	37	38	30	31	9	26	36	38	36	31	33	9	21	28	9	36	3	14	7	23	28	23	37	36	15	33	9	21	38	22	22	15	14
14	21	23	16	33	23	22	14	27	22	31	34	4	16	28	19	12	27	30	4	37	42	34	33	24	16	29	35	40	36	34	29	16	15	16	9	38	40	25	28	22	34	8	19	23	16	25	4	7	4	9	22	18	36	36	33	7	15
14	9	33	7	4	18	7	23	12	35	16	36	15	33	33	19	40	33	8	25	16	15	18	28	7	18	3	14	20	36	7	44	24	16	15	24	9	22	22	15	35	38	25	9	3	24	20	8	16	27	22	44	23	7	31	20	29	23
26	20	15	21	7	31	21	28	33	33	23	28	14	15	33	38	29	16	24	16	14	30	42	9	15	28	16	26	21	37	27	40	9	30	22	25	26	27	26	14	33	20	21	23	33	20	7	7	21	27	27	16	7	31	34	31	23	37
20	34	38	27	20	33	22	27	36	28	3	15	35	19	23	21	44	16	34	30	26	27	23	35	21	25	4	14	7	16	23	42	27	22	22	36	29	23	31	28	7	27	33	9	36	16	30	15	19	15	7	15	30	37	27	40	9	33
3	7	16	21	28	20	26	21	31	30	33	15	15	28	20	21	29	34	36	20	27	16	31	27	15	7	28	7	37	36	23	28	30	9	16	28	16	16	15	20	27	3	36	29	16	20	36	27	24	33	22	44	3	29	9	15	27	22
8	36	22	36	21	40	12	33	7	36	16	16	9	18	3	28	16	36	21	22	36	25	7	25	30	15	28	15	7	30	33	7	12	14	21	26	15	29	35	36	16	18	9	19	19	16	7	8	3	40	22	27	44	28	15	38	14	30
27	33	34	21	24	15	29	44	26	36	9	37	44	26	15	42	40	16	42	16	29	15	14	27	22	7	36	23	9	22	40	34	28	29	34	31	21	44	15	26	36	25	44	16	28	44	15	14	44	19	24	27	18	33	15	21	31	22
36	31	20	7	26	36	21	20	44	15	25	40	37	30	7	7	21	37	21	29	33	28	40	36	29	21	38	18	31	22	22	15	15	7	15	14	16	16	22	35	44	16	27	36	44	20	28	22	23	26	3	23	15	34	7	24	20	24
29	3	22	44	42	16	20	16	16	27	36	15	38	36	38	8	36	22	36	15	16	36	7	4	22	28	27	40	31	7	14	22	30	28	36	7	15	22	35	23	21	34	33	9	9	21	22	7	36	28	15	20	14	25	9	9	33	9
31	31	42	8	26	36	37	15	22	24	15	20	16	7	22	31	35	15	15	29	21	27	22	7	4	22	25	7	9	27	28	36	44	22	21	9	4	9	19	29	25	36	23	37	4	16	12	26	25	9	20	14	23	28	35	42	36	37
26	35	36	36	24	27	22	9	19	16	27	35	40	16	16	12	27	20	31	22	38	22	28	22	38	22	9	40	20	21	40	28	3	3	36	16	36	19	20	14	14	40	27	14	27	12	7	26	21	15	16	34	30	18	36	27	42	15
22	20	25	40	38	36	26	23	15	37	9	16	28	7	19	24	22	24	7	30	7	33	29	22	9	8	4	34	16	22	34	27	36	9	35	22	22	31	8	16	38	9	9	40	42	28	9	15	18	7	3	16	28	22	14	31	31	22
16	40	25	7	23	33	22	36	21	27	7	25	18	36	14	35	30	31	30	28	36	29	22	36	12	36	21	7	27	27	29	21	19	4	12	36	15	7	22	22	28	28	15	36	38	19	4	33	3	30	30	40	7	7	16	36	25	4
33	3	31	14	9	16	18	36	15	30	35	23	31	27	35	23	33	23	7	7	37	8	21	29	12	24	28	40	34	22	31	34	25	25	23	22	21	19	30	23	8	7	14	19	23	38	27	14	8	15	20	37	23	7	15	38	9	36
16	14	14	36	20	21	29	29	3	25	22	28	23	20	36	19	7	22	7	9	22	36	15	24	16	44	28	21	27	22	27	31	7	16	27	33	4	25	4	40	30	28	31	35	14	12	9	37	38	36	12	23	38	36	31	22	25	22
36	19	25	28	14	15	29	9	20	35	24	28	27	27	4	22	38	28	23	16	15	8	42	19	23	7	31	38	27	8	28	22	9	9	7	9	38	15	22	44	20	3	8	14	27	23	4	9	9	27	8	30	36	12	16	15	27	21
25	28	16	15	44	27	42	38	40	12	24	29	20	40	28	21	28	3	30	26	29	36	14	14	15	40	27	31	29	24	34	20	9	14	35	27	16	27	40	22	30	21	36	33	23	30	44	9	4	27	22	12	29	15	20	14	37	14
14	40	38	29	25	3	28	27	20	36	23	36	9	40	26	21	7	28	44	34	40	38	31	31	25	22	44	19	40	28	7	15	7	44	24	14	33	9	38	9	36	8	21	14	24	15	35	16	25	25	36	29	24	27	37	15	8	22
8	21	33	21	38	9	28	40	19	27	44	27	8	36	27	35	9	21	16	36	15	20	26	25	42	31	27	36	23	25	23	25	9	37	38	42	33	19	34	28	37	15	12	27	29	21	33	19	29	19	33	29	42	33	31	38	42	37
4	38	23	4	21	7	14	15	23	34	38	21	3	16	22	35	7	16	40	29	20	16	8	26	31	35	33	36	9	14	8	37	15	40	20	21	33	22	27	18	25	33	42	21	16	7	15	36	9	16	21	44	21	14	14	36	8	21
30	23	40	22	21	27	22	30	9	42	21	27	36	29	12	31	28	34	25	27	36	27	7	9	30	34	38	28	15	25	35	36	22	27	7	33	22	40	14	27	15	4	40	27	16	23	33	37	40	24	33	24	25	28	19	15	25	30
36	7	19	42	4	40	7	16	4	14	21	21	9	22	33	14	21	38	3	7	26	25	16	20	20	30	42	9	23	42	38	22	22	9	7	9	12	24	27	15	36	12	28	4	44	4	15	14	27	25	3	9	19	31	26	8	31	22
16	9	16	23	20	25	22	22	3	21	9	27	21	16	22	42	15	18	28	36	38	20	35	25	20	35	30	15	29	22	35	44	21	26	21	31	9	29	22	12	35	36	14	14	23	38	34	22	15	28	44	42	20	9	29	24	35	8
31	15	15	27	24	21	27	36	15	24	36	22	23	21	29	40	21	9	9	40	9	16	42	21	22	18	27	38	22	20	16	37	25	16	7	42	7	8	36	9	25	44	15	21	24	25	7	21	29	31	14	29	21	7	22	36	27	27
9	38	34	33	7	22	38	7	33	28	25	28	27	12	28	28	19	31	15	37	36	15	28	36	28	40	14	27	36	14	20	9	38	25	36	21	7	35	16	16	21	12	19	22	34	16	14	14	9	3	7	20	36	24	24	15	30	27
24	25	7	16	27	21	7	36	34	9	21	4	22	38	7	36	16	12	16	8	12	15	15	25	12	18	40	28	36	33	7	40	20	27	21	38	4	21	36	36	35	7	18	28	40	27	22	16	15	7	4	25	36	15	38	23	18	7
26	38	9	25	16	40	12	31	28	36	22	27	28	40	15	19	29	38	25	27	33	38	7	30	22	18	34	12	23	29	20	3	36	15	44	9	15	36	9	8	42	29	25	33	28	9	26	37	23	25	29	22	36	30	31	37	42	27
36	25	36	28	23	21	27	21	23	9	15	28	16	9	27	23	20	26	21	25	42	30	8	23	7	19	30	14	15	23	7	15	20	7	12	22	28	16	40	35	19	27	23	15	23	27	22	36	24	16	38	21	23	7	36	33	16	31
22	38	27	7	30	22	18	44	16	7	22	19	37	35	15	25	23	35	23	29	36	20	16	3	29	38	36	28	9	33	16	18	20	40	22	18	22	31	22	42	16	22	9	19	28	23	37	28	14	9	12	40	22	16	23	9	16	8
