21	34	26	34	33	35	22	36	10	24	20	24	40	38	28	36	35	37	31	35	24	35	34	35	14	21	29	22	39	28	33	16	24	21	36	31	32	35	22	29	41	39	31	28	38	22	26	38	22	40	40	26	53	33	30	31	29	38	29	31	34	34	35	39	35	22	14	41	29	19	22	12	40	25	37	31	44	35	41	40	35	29	32	35	28
40	37	36	31	19	25	24	40	21	35	34	36	35	35	33	33	37	38	29	37	12	21	34	32	53	34	29	39	35	32	36	14	10	46	41	22	28	34	33	29	27	32	14	36	34	32	40	30	29	35	36	31	35	29	30	34	39	21	33	31	31	29	35	35	36	36	33	29	37	41	24	28	36	44	29	36	33	29	31	35	22	34	33	27	34
29	34	29	34	36	36	32	19	31	36	33	32	24	37	31	33	41	33	35	39	43	25	33	28	32	36	29	31	34	41	30	33	35	34	28	40	30	33	46	22	31	25	30	34	21	36	35	41	36	36	21	23	32	38	10	23	35	34	22	40	32	37	35	40	35	28	34	34	22	32	12	34	30	29	31	33	36	33	33	19	37	35	28	33	34
32	30	36	40	36	35	29	36	28	36	28	21	33	22	40	26	32	40	30	41	22	29	33	36	41	26	26	37	16	23	34	38	30	40	28	29	32	22	37	32	31	23	29	28	38	35	36	40	35	32	36	31	35	12	28	37	37	35	21	24	32	35	35	44	35	29	36	36	33	40	21	34	33	31	30	35	31	35	33	38	29	16	41	28	43
29	38	14	35	35	35	12	29	31	34	33	32	46	40	29	35	41	29	44	33	21	40	34	16	34	29	41	31	21	32	22	39	38	34	40	34	29	36	29	35	29	25	27	36	46	36	12	29	36	30	26	28	33	28	25	32	53	29	24	33	31	34	31	35	34	28	34	24	35	33	28	25	25	22	29	38	28	29	32	34	31	33	34	35	28
27	43	27	24	29	36	33	33	35	38	31	30	35	35	24	20	37	32	44	20	28	28	12	38	34	33	31	33	16	21	37	29	29	31	41	44	29	24	21	33	30	44	34	33	29	43	26	28	36	31	19	22	46	33	46	35	22	34	27	53	29	35	46	41	30	31	38	33	33	38	34	21	35	37	29	29	35	40	29	14	22	29	24	33	31
36	24	35	29	16	39	41	33	40	37	39	29	40	34	32	17	23	26	38	29	22	34	29	31	35	29	31	23	23	10	43	44	33	34	24	35	32	38	24	35	41	37	22	36	35	33	31	28	29	37	35	39	34	36	34	33	34	31	19	28	36	28	46	23	34	28	29	34	34	22	34	33	27	37	29	33	34	36	19	35	26	35	35	31	28
28	35	34	20	20	22	37	12	36	53	35	38	36	23	37	36	29	31	36	41	23	39	34	19	32	37	37	20	29	35	43	31	31	28	31	24	43	30	31	30	33	31	32	33	32	43	29	21	37	31	23	37	33	16	41	35	29	29	22	32	27	34	35	23	33	35	40	28	43	36	37	46	21	37	30	32	34	35	33	29	46	24	10	29	44
32	28	29	14	35	28	10	38	40	41	19	53	30	35	31	35	33	33	36	34	29	35	27	32	30	33	31	40	27	16	24	31	35	31	32	28	53	38	36	35	34	35	30	33	10	12	41	34	35	27	44	32	22	12	37	34	29	35	37	31	34	40	36	35	35	24	24	37	30	34	31	41	41	28	34	16	44	12	26	36	35	29	35	29	17
25	34	35	29	46	33	34	31	36	35	44	19	34	33	21	41	29	35	23	33	24	30	41	29	31	34	36	24	23	34	36	22	31	35	46	28	44	29	36	40	23	36	37	25	14	39	34	29	28	40	33	33	37	28	37	36	32	34	39	30	12	41	31	29	37	31	33	31	33	10	38	33	40	32	31	38	53	41	23	32	22	33	24	28	14
29	29	21	29	16	22	29	28	16	36	29	12	10	29	34	30	10	33	25	24	29	37	31	25	34	19	33	34	31	31	30	37	28	35	36	12	39	19	36	31	33	38	26	33	19	22	33	36	29	21	33	39	29	46	44	20	28	29	33	34	38	35	22	41	28	37	22	28	33	41	33	33	33	33	29	21	30	33	12	41	19	33	36	44	29
31	36	34	36	29	29	37	22	38	31	10	22	29	28	23	35	36	32	29	29	36	22	37	33	36	35	31	31	12	34	33	29	35	33	23	33	30	35	35	40	36	36	29	34	22	33	46	34	43	19	44	29	30	36	22	30	21	40	29	46	22	29	30	35	31	41	31	31	35	30	32	37	35	29	25	38	29	40	33	29	53	40	35	35	38
29	28	27	21	38	24	33	20	33	35	36	28	33	31	28	20	41	29	35	36	37	10	20	19	22	35	43	35	37	35	32	31	23	29	16	34	41	35	34	31	22	26	33	40	39	29	35	29	35	12	31	29	37	40	34	31	12	34	21	38	40	31	53	24	26	34	22	28	33	36	31	35	36	31	29	34	33	41	22	33	32	29	14	22	28
17	16	40	36	19	38	34	34	22	34	31	33	20	38	33	35	32	31	17	31	33	31	33	46	29	34	28	36	33	37	38	37	29	31	30	34	30	34	28	37	34	36	39	22	29	31	44	24	40	39	33	53	40	29	41	35	40	29	28	14	33	36	24	26	36	34	28	36	36	29	35	22	35	35	28	33	12	37	19	21	40	36	39	36	33
39	44	35	29	35	40	41	10	36	37	32	35	35	14	37	20	35	28	24	38	36	41	24	31	40	33	19	40	21	34	35	46	31	29	29	38	24	38	41	40	31	24	19	22	44	28	29	22	19	40	12	17	16	29	39	27	35	24	10	31	34	31	29	35	41	31	23	35	30	28	44	35	29	31	28	40	38	34	29	24	20	44	34	34	35
21	16	39	31	32	36	29	29	21	29	46	33	35	31	29	20	24	29	34	25	32	33	44	17	39	38	35	35	21	37	22	31	33	40	22	43	20	36	22	34	38	36	37	37	19	25	21	29	21	25	35	24	31	21	33	16	40	29	33	46	31	29	31	33	37	34	36	24	33	29	30	38	17	31	28	29	39	29	35	33	35	38	34	32	23
26	32	29	30	38	33	32	24	19	28	33	21	34	28	39	36	35	24	29	41	31	53	32	32	32	29	31	26	36	34	10	35	35	29	37	35	33	21	29	20	33	29	35	36	24	25	36	33	36	36	29	25	34	19	43	10	14	40	31	29	31	28	30	10	29	29	36	34	31	21	40	24	34	10	35	22	33	10	24	36	21	29	40	31	22
20	35	35	24	24	31	31	20	40	33	40	37	35	14	29	37	40	41	33	25	27	16	24	53	22	36	37	23	28	30	35	35	34	37	30	33	37	37	43	33	28	29	35	22	26	21	41	35	27	26	28	31	23	31	22	46	40	22	33	16	26	39	33	36	27	35	35	29	29	36	29	29	36	28	27	31	28	35	24	31	46	35	19	32	46
32	44	37	41	35	40	20	29	12	44	40	31	34	36	28	22	10	35	29	19	33	35	29	24	36	24	31	53	36	36	36	14	29	29	24	34	29	29	29	53	33	35	24	44	34	32	27	33	26	36	39	33	16	29	37	19	41	39	36	31	34	53	20	23	14	28	38	36	33	12	31	36	25	34	35	37	46	22	35	46	43	31	35	33	29
46	41	31	39	21	53	24	30	44	36	40	24	35	40	24	29	29	40	29	35	21	29	39	29	37	40	21	31	40	31	16	29	35	35	35	41	27	31	28	22	46	39	17	21	31	28	36	33	38	53	36	36	29	35	38	34	36	29	22	31	33	31	16	31	31	31	36	40	23	35	36	14	24	28	17	53	29	32	32	38	29	31	37	31	35
31	40	34	35	35	31	35	20	36	30	31	24	17	29	34	35	16	40	29	29	25	23	35	36	22	14	28	44	23	35	33	35	31	17	31	29	29	29	29	22	35	40	39	29	32	24	16	34	34	24	33	41	29	32	38	34	35	29	35	38	36	29	19	53	27	28	31	19	35	28	36	34	14	36	33	31	25	40	14	37	28	21	33	17	32
32	31	19	35	22	33	12	29	22	34	34	32	29	14	28	21	23	22	24	32	30	39	28	40	31	35	12	28	29	23	29	33	12	41	41	35	40	40	32	33	27	35	24	22	43	34	21	29	31	31	28	10	31	33	36	35	33	31	24	40	34	28	22	31	34	30	33	32	43	29	39	24	12	33	35	39	33	34	32	22	32	53	31	37	33
35	33	22	41	33	31	37	17	19	35	31	24	53	29	29	33	32	29	33	16	30	29	33	34	35	35	24	33	24	22	31	24	34	29	41	34	31	24	25	24	32	21	37	23	33	37	40	33	24	33	32	31	39	41	24	21	31	35	20	33	34	31	22	35	22	37	29	37	37	31	29	28	36	39	28	38	26	24	29	40	29	29	34	29	17
38	36	37	17	26	35	16	32	26	29	31	33	32	36	31	41	30	22	35	44	29	46	21	24	17	41	24	29	29	37	29	31	34	37	30	35	35	40	46	34	22	36	29	22	30	39	43	16	35	44	10	36	31	32	43	35	30	31	33	29	36	29	33	10	34	34	24	33	31	28	37	28	33	34	34	21	21	39	39	29	40	36	31	31	34
31	36	31	10	36	10	17	27	35	29	24	26	32	37	20	35	34	17	34	41	29	22	34	33	40	24	37	24	36	40	14	34	33	24	37	23	35	10	29	33	29	14	22	12	39	17	35	34	27	21	33	33	23	19	34	29	33	34	25	33	35	53	31	37	36	34	37	34	36	37	34	36	31	29	43	28	31	44	35	31	33	20	40	34	28
34	40	32	40	22	27	37	37	37	29	33	16	31	38	40	39	23	36	29	24	30	37	39	28	36	23	24	10	10	26	32	36	22	22	28	31	35	21	33	33	31	29	34	21	28	36	31	40	31	35	39	31	29	36	31	29	26	26	40	19	37	35	36	34	33	25	36	34	36	36	25	28	31	33	44	29	44	29	41	38	34	21	36	34	29
34	26	27	41	36	28	16	39	32	35	36	22	32	29	20	32	38	40	10	33	23	31	17	35	36	31	31	23	34	35	30	33	22	22	29	41	33	22	31	29	20	43	17	35	25	32	33	31	26	36	29	34	46	34	53	36	29	37	32	36	16	36	14	33	35	37	34	40	24	23	28	29	53	28	35	34	38	30	34	20	35	33	28	37	35
29	37	39	14	41	10	30	31	29	29	38	35	29	25	28	35	35	29	37	43	44	44	37	27	41	17	24	29	34	32	29	36	36	29	38	32	33	46	22	24	12	14	31	34	40	29	35	30	27	22	46	29	36	35	29	16	34	22	34	36	27	35	10	29	28	38	32	19	23	23	34	30	24	34	38	37	53	35	16	35	12	24	43	21	34
34	40	28	37	29	34	22	24	33	19	29	22	35	30	10	29	36	10	32	12	37	30	24	29	36	32	29	35	26	17	29	36	36	32	32	33	35	21	31	20	36	36	24	35	33	24	20	35	34	29	36	35	37	37	30	35	17	34	28	37	31	35	29	43	24	28	40	33	12	32	34	23	34	32	34	41	39	17	34	33	32	36	36	32	29
29	31	41	33	22	22	27	39	31	29	34	36	33	30	41	41	31	32	36	31	23	32	31	31	23	37	29	35	37	30	29	29	38	31	17	35	31	21	37	30	39	31	16	37	37	32	33	35	21	44	14	29	28	29	29	33	29	31	35	34	53	39	24	28	32	32	26	33	22	36	36	29	53	19	30	33	53	36	31	29	36	21	38	19	28
36	19	35	46	29	33	21	35	34	26	32	35	46	41	31	33	22	29	20	37	25	43	36	34	36	37	28	28	29	35	31	34	39	36	35	40	29	35	34	33	25	37	28	24	28	29	32	25	31	24	35	35	33	33	31	31	31	31	38	28	20	29	19	32	35	43	37	32	24	21	37	29	28	35	37	38	22	33	32	35	23	26	36	33	35
34	27	30	33	36	31	12	20	31	36	24	36	33	10	24	21	35	17	20	10	40	37	44	24	22	21	28	34	36	33	37	31	21	41	16	35	39	33	53	29	32	16	39	24	37	36	40	33	28	12	34	41	34	40	34	25	40	36	14	34	35	29	31	35	31	44	29	31	34	24	53	32	28	36	27	29	26	35	37	35	35	21	34	36	33
31	22	22	10	40	35	40	25	36	37	35	22	37	29	33	35	28	30	31	36	28	28	41	40	35	22	28	33	35	24	29	24	40	29	39	40	36	31	29	31	35	31	34	35	29	10	35	33	19	46	31	33	32	30	53	31	34	38	28	39	33	41	35	31	33	10	41	22	43	36	32	36	29	31	32	31	32	20	33	29	31	29	36	33	53
31	35	28	43	33	53	24	36	40	36	24	31	41	36	31	35	12	33	39	36	28	36	35	29	37	34	34	35	28	33	29	29	37	16	29	28	40	34	37	34	25	35	33	26	35	35	25	22	41	31	23	37	33	35	33	32	35	34	29	35	28	38	31	29	38	27	35	35	36	29	32	29	21	22	39	32	39	36	35	24	30	35	30	31	35
14	35	29	35	29	41	31	33	26	21	33	22	34	24	31	32	37	33	33	24	37	34	41	33	31	40	53	35	36	36	22	31	35	16	22	36	33	20	36	29	30	20	23	40	24	21	21	31	41	35	24	12	21	37	24	34	35	35	29	32	33	35	17	35	35	24	24	37	35	34	29	29	40	31	34	37	36	32	14	22	35	31	31	35	17
38	29	33	16	31	40	36	32	46	33	33	39	27	40	23	28	36	37	35	21	35	21	22	31	31	23	36	19	33	12	24	34	41	33	44	29	41	32	16	34	39	46	33	19	28	24	53	33	34	31	31	36	16	17	38	34	36	28	33	33	32	44	29	33	39	36	29	19	36	31	31	41	35	36	40	33	26	29	36	22	35	35	29	24	31
29	19	36	34	36	29	34	10	12	34	33	31	35	35	33	16	30	29	24	31	30	44	37	22	38	29	29	30	31	21	44	31	36	16	33	34	16	34	20	28	29	32	37	29	37	35	29	37	27	32	41	34	40	31	22	40	17	16	33	40	29	34	28	40	33	22	36	33	37	35	36	41	29	35	28	24	24	35	40	16	32	31	31	41	37
35	31	34	41	27	38	34	33	39	35	22	38	31	29	17	39	35	27	41	34	33	34	36	28	12	33	35	44	35	29	35	33	43	34	33	37	41	43	29	46	36	35	22	40	32	22	22	32	19	31	35	24	10	29	38	35	34	36	33	38	24	32	37	33	35	37	24	24	29	36	34	14	34	40	34	31	35	37	31	35	40	10	33	38	34
43	34	17	26	34	33	29	44	28	29	29	31	33	31	21	29	35	33	37	43	12	25	33	30	31	33	41	16	24	33	31	37	31	39	34	37	22	35	17	33	39	53	36	32	37	36	35	32	32	36	29	33	25	31	31	31	12	29	34	34	17	40	38	35	35	17	25	35	29	32	37	34	33	32	21	35	53	31	23	30	29	29	40	35	21
29	30	20	21	29	41	30	36	30	24	31	25	34	27	33	41	31	37	35	34	36	24	32	34	37	35	35	43	36	36	26	19	22	32	16	31	22	28	37	36	17	33	26	29	40	31	44	29	33	31	19	28	22	38	44	41	22	37	36	22	53	35	29	34	31	16	35	33	28	39	41	35	20	30	33	33	37	34	43	37	30	34	26	33	29
39	24	41	22	34	30	31	28	31	35	20	29	30	34	31	24	29	33	38	24	40	25	35	36	43	35	53	26	21	29	14	30	10	40	40	34	43	37	34	34	35	33	38	37	33	46	36	31	33	19	33	24	28	25	31	29	25	46	38	35	31	33	33	39	32	44	35	31	21	25	33	32	21	31	31	36	32	33	31	26	43	36	36	33	35
36	19	35	36	35	34	20	43	35	40	24	36	34	34	12	35	22	36	35	34	40	33	22	16	17	35	43	35	37	53	37	10	36	30	33	24	22	24	39	36	35	29	32	31	33	10	43	33	29	37	14	10	22	33	37	40	17	40	41	32	29	31	17	31	28	33	24	29	31	31	35	40	31	29	31	23	39	30	35	37	33	41	22	41	16
33	35	21	31	33	43	41	35	33	27	32	21	29	36	12	40	35	20	23	53	24	31	35	30	35	33	36	29	41	37	53	36	37	32	33	46	38	32	33	32	36	16	24	24	10	27	32	36	36	28	24	22	33	29	29	29	32	31	31	39	41	35	30	30	29	22	31	35	36	32	33	43	37	37	29	29	32	35	24	32	36	34	37	12	36
34	24	16	36	41	22	35	53	34	31	37	33	32	40	20	53	17	33	44	22	36	35	32	29	31	34	36	37	28	22	39	41	34	31	46	39	31	40	31	34	34	35	28	32	29	33	36	33	26	32	46	36	29	31	33	29	46	21	10	33	35	37	29	21	34	29	40	31	29	35	22	38	12	31	35	36	43	31	34	31	24	40	14	27	37
37	40	33	16	35	31	37	46	35	36	34	41	33	31	34	19	35	34	36	38	35	20	29	29	12	33	37	23	21	34	31	37	36	23	24	39	29	40	25	37	29	33	19	17	16	31	37	22	29	27	35	14	12	22	31	28	33	29	22	31	34	43	31	24	39	35	17	35	33	39	33	29	34	31	38	36	36	38	30	35	38	36	35	29	33
